gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaC07g30100D	brassica_napus	POSITIVE	34720078	34718609	77.548    
BnaA06g39470D	brassica_napus	POSITIVE	1577560	1575132	68.879906    
BnaC09g36210D	brassica_napus				
BnaC09g49570D	brassica_napus	NEGATIVE	47880383	47878379	98.70158    
BnaA04g24210D	brassica_napus	POSITIVE	17803167	17802982	92.95791    
BnaC06g00160D	brassica_napus	NEGATIVE	260021	257337	0.6912839    
BnaC07g18170D	brassica_napus	POSITIVE	24744275	24743066	55.266483    
BnaA09g34060D	brassica_napus	NEGATIVE	25042813	25041269	73.94365    
BnaC07g47200D	brassica_napus	NEGATIVE	44534822	44533323	99.47029    
BnaA08g25110D	brassica_napus	NEGATIVE	17359565	17358096	91.54177    
BnaC07g23000D	brassica_napus	POSITIVE	29654378	29651510	66.23005    
BnaA09g27010D	brassica_napus	POSITIVE	20120088	20119906	59.411495    
BnaA05g22940D	brassica_napus	POSITIVE	17423634	17422163	75.526566    
BnaA03g46800D	brassica_napus	NEGATIVE	24001490	23997069	80.61502    
BnaAnng29340D	brassica_napus	POSITIVE	33587651	33587098	69.02641    
BnaCnng42620D	brassica_napus	POSITIVE	41701312	41699390	51.690125    
BnaC02g06230D	brassica_napus	NEGATIVE	3322906	3322427	7.188008    
BnaC02g28390D	brassica_napus	NEGATIVE	26991209	26988652	58.38944    
BnaA02g07980D	brassica_napus	POSITIVE	3784488	3781238	15.25078    
BnaA08g19730D	brassica_napus	NEGATIVE	15091197	15088287	79.571434    
BnaC02g41640D	brassica_napus	POSITIVE	44441435	44439823	96.144714    
BnaA04g07120D	brassica_napus	NEGATIVE	5826131	5824306	30.411493    
BnaC02g03690D	brassica_napus	NEGATIVE	1762462	1759967	3.8076553    
BnaA02g29970D	brassica_napus	POSITIVE	21761579	21759297	87.76127    
BnaC01g13830D	brassica_napus	POSITIVE	9020753	9019909	23.229637    
BnaA01g16320D	brassica_napus	POSITIVE	8418320	8415295	36.16704    
BnaC06g29840D	brassica_napus	POSITIVE	30636882	30634882	82.294426    
BnaC02g31430D	brassica_napus	NEGATIVE	33599957	33599308	72.69147    
BnaC02g02920D	brassica_napus	POSITIVE	1329031	1327391	2.8717854    
BnaC05g17670D	brassica_napus	POSITIVE	11394413	11392831	26.381313    
BnaA07g25210D	brassica_napus	POSITIVE	18815303	18810377	78.355286    
BnaC05g43640D	brassica_napus	NEGATIVE	40406675	40405932	93.56424    
BnaCnng55040D	brassica_napus	POSITIVE	54884668	54882898	68.03226    
BnaA06g20160D	brassica_napus	POSITIVE	13133112	13130937	53.823288    
BnaC04g23310D	brassica_napus	POSITIVE	24423515	24422678	49.91326    
BnaC03g24480D	brassica_napus	POSITIVE	13737777	13735600	22.675962    
BnaC05g02490D	brassica_napus	NEGATIVE	1225521	1223711	2.8336334    
BnaC03g69240D	brassica_napus	POSITIVE	58963820	58962301	97.34026    
BnaCnng35770D	brassica_napus	NEGATIVE	34299273	34297610	42.514954    
BnaA04g15370D	brassica_napus	NEGATIVE	12757153	12755510	66.60264    
BnaA08g02640D	brassica_napus	POSITIVE	2088797	2086605	11.004174    
BnaA05g31030D	brassica_napus	NEGATIVE	21486291	21484529	93.13726    
BnaCnng24650D	brassica_napus	NEGATIVE	23093330	23091147	28.623543    
BnaAnng27150D	brassica_napus	NEGATIVE	31085997	31085500	63.88526    
BnaA09g38900D	brassica_napus	POSITIVE	27685874	27684600	81.74907    
BnaA06g20990D	brassica_napus	NEGATIVE	14596463	14596281	59.82969    
BnaA07g38410D	brassica_napus	POSITIVE	1617922	1616339	78.09484    
BnaAnng33020D	brassica_napus	NEGATIVE	37735332	37733497	77.54787    
BnaC03g12410D	brassica_napus	NEGATIVE	5998667	5997274	9.900839    
BnaA01g36300D	brassica_napus	NEGATIVE	1749587	1748609	65.06973    
BnaC07g27960D	brassica_napus	POSITIVE	33336931	33336622	74.461174    
BnaA09g51880D	brassica_napus	POSITIVE	125968	125447	3.0342455    
BnaC05g36490D	brassica_napus	NEGATIVE	35756744	35753359	82.79072    
BnaA09g51540D	brassica_napus	NEGATIVE	33837716	33834541	99.90905    
BnaA09g40820D	brassica_napus	NEGATIVE	28614396	28610388	84.4828    
BnaA09g46430D	brassica_napus	NEGATIVE	31563593	31562131	93.19893    
BnaC07g46920D	brassica_napus	POSITIVE	44447497	44446002	99.275246    
BnaC06g30230D	brassica_napus	NEGATIVE	31046484	31045997	83.398796    
BnaCnng09110D	brassica_napus	POSITIVE	8324234	8322369	10.31632    
BnaA03g32860D	brassica_napus	NEGATIVE	15880920	15878068	53.340298    
BnaA09g44230D	brassica_napus	NEGATIVE	30399695	30398848	89.76390    
BnaA06g27380D	brassica_napus	NEGATIVE	18802777	18798454	77.05425    
BnaA09g42790D	brassica_napus	POSITIVE	29759212	29758493	87.87301    
BnaC02g03470D	brassica_napus	POSITIVE	1656503	1653708	3.5777662    
BnaA07g36300D	brassica_napus	NEGATIVE	267639	266174	12.860430    
BnaC07g15930D	brassica_napus	POSITIVE	21916736	21914454	48.94845    
BnaA07g11480D	brassica_napus	POSITIVE	10655910	10653341	44.376865    
BnaA04g10460D	brassica_napus	NEGATIVE	9173884	9171901	47.890892    
BnaA03g05140D	brassica_napus	NEGATIVE	2352418	2351630	7.8999944    
BnaC07g13810D	brassica_napus	POSITIVE	19599903	19597709	43.77373    
BnaC05g02310D	brassica_napus	POSITIVE	1101199	1099117	2.5451226    
BnaAnng21310D	brassica_napus	NEGATIVE	23611919	23610445	48.522926    
BnaA06g03950D	brassica_napus	POSITIVE	2392851	2389238	9.793410    
BnaA02g31590D	brassica_napus	POSITIVE	22784549	22782665	91.888794    
BnaA06g06660D	brassica_napus	NEGATIVE	3577091	3574972	14.653694    
BnaC04g04890D	brassica_napus	POSITIVE	3558659	3557919	7.271412    
BnaA03g53980D	brassica_napus	NEGATIVE	28493152	28491806	95.7145    
BnaAnng04350D	brassica_napus	POSITIVE	4639816	4638751	9.533314    
BnaC01g36200D	brassica_napus	POSITIVE	35531270	35530433	91.504135    
BnaUnng00010D	brassica_napus	POSITIVE	10983	10148	0.122001976    
BnaC03g37120D	brassica_napus	POSITIVE	22468730	22467267	37.090984    
BnaA02g12800D	brassica_napus	NEGATIVE	6923164	6921254	27.91533    
BnaA02g06440D	brassica_napus	NEGATIVE	3083837	3081867	12.430022    
BnaC05g48050D	brassica_napus	POSITIVE	42732196	42729265	98.94417    
BnaCnng13110D	brassica_napus	POSITIVE	11963399	11962311	14.828354    
BnaA02g25950D	brassica_napus	POSITIVE	18997500	18995512	76.61416    
BnaCnng40130D	brassica_napus	NEGATIVE	38627767	38625666	47.879963    
BnaC01g40440D	brassica_napus	POSITIVE	38725616	38722286	99.724365    
BnaC08g39020D	brassica_napus	POSITIVE	34962352	34958489	90.85534    
BnaCnng29690D	brassica_napus	NEGATIVE	28044031	28042619	34.761337    
BnaA07g23390D	brassica_napus	NEGATIVE	17612117	17608739	73.34982    
BnaA06g07200D	brassica_napus	POSITIVE	3841117	3836280	15.724789    
BnaA06g24340D	brassica_napus	POSITIVE	16908447	16905722	69.296005    
BnaC05g38100D	brassica_napus	POSITIVE	36917959	36917013	85.48528    
BnaA07g18630D	brassica_napus	POSITIVE	15142545	15140725	63.069218    
BnaC04g12650D	brassica_napus	NEGATIVE	9876469	9872621	20.176933    
BnaA01g08160D	brassica_napus	NEGATIVE	3866095	3864817	16.610113    
BnaC08g07230D	brassica_napus	NEGATIVE	9964116	9961705	25.889965    
BnaC04g40830D	brassica_napus	NEGATIVE	41646635	41645733	85.11247    
BnaA10g30380D	brassica_napus	NEGATIVE	2187109	2185795	95.93544    
BnaA09g39670D	brassica_napus	NEGATIVE	28083966	28082650	82.92446    
BnaA05g15370D	brassica_napus	POSITIVE	9819589	9818341	42.563343    
BnaA05g05920D	brassica_napus	NEGATIVE	3109024	3106375	13.4664    
BnaA08g09460D	brassica_napus	NEGATIVE	9053216	9051422	47.734684    
BnaC08g32550D	brassica_napus	NEGATIVE	31431089	31430124	81.685295    
BnaC06g39380D	brassica_napus				
BnaA03g05350D	brassica_napus	POSITIVE	2461006	2458413	8.258718    
BnaC01g31970D	brassica_napus	POSITIVE	31085086	31083778	80.052345    
BnaA09g10280D	brassica_napus	NEGATIVE	5260108	5259179	15.52968    
BnaC08g14110D	brassica_napus	NEGATIVE	19023012	19021924	49.437016    
BnaA04g20830D	brassica_napus	NEGATIVE	15946528	15944327	83.252975    
BnaC05g39580D	brassica_napus	NEGATIVE	38042157	38040551	88.08696    
BnaC03g08130D	brassica_napus	NEGATIVE	3828179	3825190	6.3149676    
BnaA04g17790D	brassica_napus	NEGATIVE	14346031	14343490	74.89424    
BnaA10g25700D	brassica_napus	POSITIVE	16488417	16482833	94.73857    
BnaA01g04630D	brassica_napus	NEGATIVE	2161692	2158293	9.275857    
BnaC04g03750D	brassica_napus	POSITIVE	2704064	2700837	5.519771    
BnaC07g35140D	brassica_napus	POSITIVE	37646564	37644879	84.08417    
BnaC08g03290D	brassica_napus	POSITIVE	3004258	3001194	7.799951    
BnaA03g12650D	brassica_napus	POSITIVE	5770930	5770250	19.384401    
BnaC09g41720D	brassica_napus	POSITIVE	43572754	43570524	89.82090    
BnaA07g29750D	brassica_napus	NEGATIVE	21225279	21224029	88.40943    
BnaA05g27570D	brassica_napus	POSITIVE	19837205	19836698	85.993774    
BnaC01g38010D	brassica_napus	POSITIVE	37123238	37118915	95.59508    
BnaAnng15990D	brassica_napus	NEGATIVE	16954036	16952080	34.839012    
BnaA09g11220D	brassica_napus	POSITIVE	5805141	5804143	17.13889    
BnaA03g24130D	brassica_napus	POSITIVE	11602184	11599306	38.966354    
BnaA05g33470D	brassica_napus	NEGATIVE	22670178	22668137	98.2683    
BnaC01g02220D	brassica_napus	POSITIVE	1154663	1153164	2.9698281    
BnaA06g26790D	brassica_napus	NEGATIVE	18402646	18393824	75.39569    
BnaAnng10050D	brassica_napus	NEGATIVE	10802574	10798738	22.192991    
BnaC01g04590D	brassica_napus	NEGATIVE	2421559	2416544	6.223504    
BnaA01g25700D	brassica_napus	NEGATIVE	17917684	17909558	76.971245    
BnaC07g43660D	brassica_napus	NEGATIVE	42615480	42613342	95.1818    
BnaA01g09900D	brassica_napus	POSITIVE	4882894	4881104	20.977884    
BnaA06g03700D	brassica_napus	POSITIVE	2262436	2259887	9.263204    
BnaA04g26450D	brassica_napus	POSITIVE	18774582	18772197	98.01863    
BnaC03g73950D	brassica_napus	POSITIVE	1936694	1932701	29.689022    
BnaAnng02580D	brassica_napus	NEGATIVE	2107554	2104080	4.324193    
BnaA03g24880D	brassica_napus	NEGATIVE	12024839	12021440	40.38446    
BnaC01g11440D	brassica_napus	POSITIVE	7080994	7080127	18.233973    
BnaA03g26870D	brassica_napus	POSITIVE	13274552	13273620	44.590996    
BnaC08g45300D	brassica_napus	POSITIVE	38030728	38030183	98.83852    
BnaC02g02390D	brassica_napus	POSITIVE	1061072	1058956	2.2910314    
BnaC03g11250D	brassica_napus	NEGATIVE	5496263	5486255	9.057203    
BnaA07g26290D	brassica_napus	NEGATIVE	19361347	19359477	80.64258    
BnaA08g23160D	brassica_napus	POSITIVE	16602726	16602400	87.55644    
BnaA10g26640D	brassica_napus	NEGATIVE	16950087	16947802	97.41108    
BnaC05g20540D	brassica_napus	POSITIVE	13958466	13955216	32.31479    
BnaC03g60800D	brassica_napus	POSITIVE	49943936	49942747	82.44998    
BnaA01g33800D	brassica_napus	NEGATIVE	22903095	22901881	98.42712    
BnaA04g26170D	brassica_napus	POSITIVE	18640069	18639685	97.32673    
BnaCnng11480D	brassica_napus	NEGATIVE	10815410	10813981	13.404897    
BnaA05g08010D	brassica_napus	POSITIVE	4412428	4410608	19.120361    
BnaC07g35830D	brassica_napus	NEGATIVE	38139371	38135573	85.18018    
BnaA09g17280D	brassica_napus	POSITIVE	10422938	10422063	30.775013    
BnaA03g46070D	brassica_napus	POSITIVE	23565841	23563598	79.15884    
BnaC04g40450D	brassica_napus	NEGATIVE	41416320	41413751	84.63837    
BnaC05g42870D	brassica_napus	NEGATIVE	40024662	40022912	92.67732    
BnaC05g16930D	brassica_napus	POSITIVE	10641391	10637473	24.632204    
BnaC04g54790D	brassica_napus	POSITIVE	2102445	2100188	47.35801    
BnaC09g20950D	brassica_napus	NEGATIVE	18174630	18174490	37.466824    
BnaA06g20780D	brassica_napus	NEGATIVE	14326692	14323201	58.710335    
BnaC02g37110D	brassica_napus	NEGATIVE	40047112	40046864	86.64063    
BnaAnng25300D	brassica_napus	NEGATIVE	29336742	29335057	60.287846    
BnaC08g17010D	brassica_napus	POSITIVE	20771319	20764415	53.965664    
BnaC08g12280D	brassica_napus	NEGATIVE	17463828	17461080	45.380463    
BnaAnng00140D	brassica_napus	POSITIVE	165862	161677	0.33226997    
BnaA10g01800D	brassica_napus	POSITIVE	903537	900988	5.1786194    
BnaC06g28770D	brassica_napus	POSITIVE	29991929	29985814	80.550835    
BnaA06g34900D	brassica_napus	NEGATIVE	23094002	23091170	94.64996    
BnaA01g10700D	brassica_napus	NEGATIVE	5339244	5337623	22.939901    
BnaC09g11030D	brassica_napus	POSITIVE	7635597	7630689	15.730713    
BnaA07g12560D	brassica_napus	POSITIVE	11339897	11338564	47.231186    
BnaCnng16260D	brassica_napus	POSITIVE	15305868	15305222	18.97219    
BnaC02g05920D	brassica_napus	POSITIVE	3111720	3110189	6.7288356    
BnaA10g23880D	brassica_napus	POSITIVE	15689649	15687975	90.16996    
BnaC06g41890D	brassica_napus	NEGATIVE	1236290	1235528	36.702774    
BnaA04g07870D	brassica_napus	POSITIVE	6902958	6901055	36.03372    
BnaA02g09220D	brassica_napus	POSITIVE	4566029	4564920	18.411585    
BnaA02g17930D	brassica_napus	NEGATIVE	10841356	10838927	43.716393    
BnaC02g06270D	brassica_napus	POSITIVE	3341245	3340661	7.2274575    
BnaC02g40020D	brassica_napus	NEGATIVE	42876539	42872512	92.75387    
BnaC01g25380D	brassica_napus	POSITIVE	20926266	20924299	53.887894    
BnaCnng76350D	brassica_napus	NEGATIVE	77515079	77513332	96.0847    
BnaC09g15510D	brassica_napus	POSITIVE	12330396	12329377	25.41709    
BnaA06g03080D	brassica_napus	POSITIVE	1861714	1858240	7.6168656    
BnaC03g39980D	brassica_napus	POSITIVE	24963840	24962023	41.209553    
BnaA09g43830D	brassica_napus	POSITIVE	30233463	30228726	89.26154    
BnaAnng13970D	brassica_napus	NEGATIVE	15020836	15018444	30.865107    
BnaCnng43780D	brassica_napus	POSITIVE	42813538	42811889	53.06916    
BnaA07g03490D	brassica_napus	POSITIVE	3126561	3122760	13.007966    
BnaA09g45010D	brassica_napus	NEGATIVE	30834257	30830304	91.037926    
BnaA03g38320D	brassica_napus	POSITIVE	19041574	19038950	63.95887    
BnaC06g05360D	brassica_napus	NEGATIVE	6089431	6088031	16.354265    
BnaA01g11070D	brassica_napus	POSITIVE	5521052	5506701	23.66656    
BnaC03g77920D	brassica_napus	NEGATIVE	6247607	6243956	95.916    
BnaC03g77030D	brassica_napus	POSITIVE	5606784	5605372	86.106445    
BnaA05g05200D	brassica_napus	POSITIVE	2717188	2714024	11.765525    
BnaA09g55340D	brassica_napus	NEGATIVE	3147779	3144047	76.04655    
BnaA07g19030D	brassica_napus	POSITIVE	15385967	15384608	64.08513    
BnaA07g03340D	brassica_napus	NEGATIVE	2988284	2986005	12.438309    
BnaA09g11320D	brassica_napus	NEGATIVE	5856124	5854836	17.28858    
BnaA03g54620D	brassica_napus	NEGATIVE	29504909	29501001	99.10476    
BnaAnng33870D	brassica_napus	POSITIVE	38622936	38621773	79.373405    
BnaA04g05150D	brassica_napus	NEGATIVE	3791835	3789183	19.785141    
BnaA07g35250D	brassica_napus	POSITIVE	23762664	23761081	98.977615    
BnaC02g04110D	brassica_napus	POSITIVE	2090201	2087160	4.515531    
BnaCnng03740D	brassica_napus	NEGATIVE	2896046	2892511	3.585526    
BnaCnng31540D	brassica_napus	NEGATIVE	29989852	29988901	37.173923    
BnaAnng09050D	brassica_napus	NEGATIVE	9578611	9573420	19.674782    
BnaAnng28970D	brassica_napus	POSITIVE	33140225	33139681	68.1069    
BnaA03g53380D	brassica_napus	POSITIVE	28010675	28004776	94.07839    
BnaA09g46670D	brassica_napus	NEGATIVE	31647077	31645254	93.444374    
BnaC04g23180D	brassica_napus	NEGATIVE	24274401	24273028	49.60742    
BnaA07g38940D	brassica_napus	POSITIVE	1922461	1921889	92.85776    
BnaA09g37800D	brassica_napus	POSITIVE	27169921	27168529	80.225174    
BnaC01g32150D	brassica_napus	NEGATIVE	31309180	31308197	80.6303    
BnaA10g07330D	brassica_napus	NEGATIVE	5765207	5760038	33.10704    
BnaC08g32020D	brassica_napus	NEGATIVE	31216552	31215218	81.12677    
BnaCnng01780D	brassica_napus	POSITIVE	1844656	1835236	2.2749393    
BnaC01g28640D	brassica_napus	POSITIVE	26645333	26643648	68.61735    
BnaA07g33950D	brassica_napus	NEGATIVE	23197980	23196172	96.624466    
BnaC05g36450D	brassica_napus	NEGATIVE	35687553	35683209	82.62827    
BnaA07g12580D	brassica_napus	POSITIVE	11345619	11343429	47.25145    
BnaA05g02100D	brassica_napus	POSITIVE	1180016	1179706	5.1141257    
BnaA04g10140D	brassica_napus	POSITIVE	8962113	8959008	46.779278    
BnaA06g13450D	brassica_napus	POSITIVE	7066053	7064101	28.955523    
BnaC04g34200D	brassica_napus	NEGATIVE	35621519	35620136	72.7978    
BnaA09g24890D	brassica_napus	NEGATIVE	17657073	17656001	52.135902    
BnaAnng05830D	brassica_napus	NEGATIVE	6050440	6047345	12.428180    
BnaC04g28270D	brassica_napus	NEGATIVE	29731552	29729792	60.759552    
BnaC06g43720D	brassica_napus	NEGATIVE	3173231	3170690	94.18897    
BnaC03g48230D	brassica_napus	POSITIVE	33205336	33203436	54.815216    
BnaC08g33640D	brassica_napus	POSITIVE	32032451	32031174	83.2474    
BnaA09g38760D	brassica_napus	POSITIVE	27628738	27626556	81.57767    
BnaA01g08500D	brassica_napus	NEGATIVE	4065219	4056386	17.433434    
BnaA03g44620D	brassica_napus	NEGATIVE	22650460	22641748	76.062    
BnaC03g45290D	brassica_napus	NEGATIVE	30305383	30302506	50.0261    
BnaA01g03020D	brassica_napus	POSITIVE	1462443	1460983	6.2789755    
BnaA03g54560D	brassica_napus	NEGATIVE	29299368	29297586	98.42142    
BnaA10g08650D	brassica_napus	POSITIVE	7476368	7474913	42.963646    
BnaC04g24120D	brassica_napus	POSITIVE	25167365	25166121	51.432655    
BnaC05g19620D	brassica_napus	NEGATIVE	13090687	13088391	30.307564    
BnaC02g13320D	brassica_napus	NEGATIVE	8534253	8533624	18.462334    
BnaA03g41950D	brassica_napus	POSITIVE	21073751	21072716	70.79104    
BnaA03g39080D	brassica_napus	POSITIVE	19464709	19462501	65.38173    
BnaAnng12720D	brassica_napus	NEGATIVE	13626023	13622501	27.996237    
BnaA05g24490D	brassica_napus	NEGATIVE	18291859	18287536	79.27802    
BnaC04g31980D	brassica_napus	NEGATIVE	33776171	33774222	69.02526    
BnaC06g02010D	brassica_napus	POSITIVE	2822982	2820696	7.57723    
BnaC09g25420D	brassica_napus	POSITIVE	24892037	24888766	51.308346    
BnaA10g15850D	brassica_napus	POSITIVE	12169293	12166649	69.93039    
BnaC02g38610D	brassica_napus	NEGATIVE	41530987	41528326	89.84575    
BnaA09g42330D	brassica_napus	NEGATIVE	29430445	29428392	86.89826    
BnaC03g68310D	brassica_napus	NEGATIVE	57980862	57979051	95.71703    
BnaCnng03680D	brassica_napus	NEGATIVE	2865857	2864294	3.5505486    
BnaC07g49050D	brassica_napus	NEGATIVE	1713334	1712538	58.070797    
BnaA10g24210D	brassica_napus	NEGATIVE	15832562	15830550	90.98944    
BnaA10g21120D	brassica_napus	NEGATIVE	14619130	14616243	84.00995    
BnaC05g01740D	brassica_napus	POSITIVE	888818	886297	2.0523152    
BnaAnng05810D	brassica_napus	POSITIVE	6042608	6038885	12.410794    
BnaC01g33940D	brassica_napus	NEGATIVE	33096452	33095497	85.23327    
BnaA04g29340D	brassica_napus	NEGATIVE	1338549	1336866	90.23343    
BnaA09g01800D	brassica_napus	POSITIVE	933870	933570	2.7567124    
BnaC04g50380D	brassica_napus	NEGATIVE	48090105	48086778	98.2762    
BnaA06g04720D	brassica_napus	POSITIVE	2762221	2761304	11.318496    
BnaA06g24600D	brassica_napus	POSITIVE	17120661	17117859	70.16556    
BnaA06g40060D	brassica_napus	NEGATIVE	1863984	1863340	81.48313    
BnaC01g24570D	brassica_napus	NEGATIVE	19690640	19688354	50.70487    
BnaC03g23380D	brassica_napus	POSITIVE	13024649	13022610	21.498894    
BnaA02g16580D	brassica_napus	POSITIVE	9888673	9887385	39.87856    
BnaC08g49280D	brassica_napus	NEGATIVE	4129698	4127374	91.33524    
BnaA09g56400D	brassica_napus	NEGATIVE	3723523	3721170	90.00569    
BnaA04g10260D	brassica_napus	POSITIVE	9046923	9043552	47.220722    
BnaC09g30560D	brassica_napus	POSITIVE	33553918	33549882	69.16329    
BnaA06g02350D	brassica_napus	NEGATIVE	1359380	1357824	5.5656767    
BnaA03g11580D	brassica_napus	POSITIVE	5194157	5188000	17.42841    
BnaCnng30200D	brassica_napus	POSITIVE	28668627	28667686	35.53616    
BnaC03g30940D	brassica_napus	POSITIVE	18867049	18864480	31.143179    
BnaA03g04320D	brassica_napus	NEGATIVE	2024342	2022865	6.795551    
BnaC03g69380D	brassica_napus	NEGATIVE	59090265	59088481	97.54858    
BnaA06g33610D	brassica_napus	NEGATIVE	22314829	22312886	91.4598    
BnaC01g18330D	brassica_napus	NEGATIVE	12760042	12759053	32.85933    
BnaC09g08970D	brassica_napus	NEGATIVE	5817223	5814715	11.987071    
BnaC02g09350D	brassica_napus	NEGATIVE	5156547	5155289	11.15337    
BnaC09g30900D	brassica_napus	POSITIVE	33931808	33929764	69.94642    
BnaC09g41540D	brassica_napus	POSITIVE	43478612	43476680	89.62745    
BnaAnng34560D	brassica_napus	POSITIVE	39329137	39327671	80.82413    
BnaA03g23240D	brassica_napus	POSITIVE	11091330	11090539	37.257217    
BnaA06g19860D	brassica_napus	POSITIVE	12491076	12482534	51.165504    
BnaA07g22740D	brassica_napus	POSITIVE	17277722	17275310	71.96090    
BnaC05g01880D	brassica_napus	POSITIVE	928176	925594	2.1433117    
BnaC06g15510D	brassica_napus	NEGATIVE	18233122	18232278	48.97733    
BnaC01g44200D	brassica_napus	NEGATIVE	3842058	3839928	86.53125    
BnaA01g28310D	brassica_napus	NEGATIVE	19744587	19740788	84.84145    
BnaC01g34360D	brassica_napus	POSITIVE	33512010	33511777	86.30535    
BnaC08g01050D	brassica_napus	NEGATIVE	738081	736234	1.9134349    
BnaA06g21060D	brassica_napus	POSITIVE	14639858	14638128	60.001213    
BnaC03g47560D	brassica_napus	POSITIVE	32617631	32615362	53.844368    
BnaC04g00750D	brassica_napus	POSITIVE	633936	632943	1.2935622    
BnaC04g15180D	brassica_napus	POSITIVE	12800097	12798591	26.156813    
BnaC03g46060D	brassica_napus	NEGATIVE	31040266	31037009	51.238678    
BnaA06g40790D	brassica_napus	POSITIVE	2184712	2182103	95.422516    
BnaC03g06510D	brassica_napus	POSITIVE	3131375	3129968	5.1672325    
BnaA05g21130D	brassica_napus	POSITIVE	16374831	16373485	70.98045    
BnaC04g01600D	brassica_napus	POSITIVE	1172992	1168129	2.3873358    
BnaA07g00890D	brassica_napus	NEGATIVE	634427	633110	2.637242    
BnaC06g09730D	brassica_napus	POSITIVE	11591959	11589550	31.132984    
BnaC09g09710D	brassica_napus	POSITIVE	6359991	6358577	13.108246    
BnaA03g11590D	brassica_napus	NEGATIVE	5200738	5197416	17.460041    
BnaA07g18400D	brassica_napus	NEGATIVE	15021266	15020040	62.5665    
BnaA06g13220D	brassica_napus	POSITIVE	6927263	6924812	28.38458    
BnaA08g19720D	brassica_napus	NEGATIVE	15087100	15085071	79.55447    
BnaC03g32770D	brassica_napus	POSITIVE	20081879	20080737	33.151085    
BnaC07g02580D	brassica_napus	NEGATIVE	3400204	3394778	7.5826263    
BnaC04g21410D	brassica_napus	POSITIVE	22294923	22293530	45.561867    
BnaA02g10840D	brassica_napus	NEGATIVE	5599047	5597079	22.57457    
BnaC03g68700D	brassica_napus	POSITIVE	58377653	58375399	96.37136    
BnaC05g41770D	brassica_napus	POSITIVE	39346471	39344969	91.10747    
BnaC04g34900D	brassica_napus	NEGATIVE	36363751	36362537	74.31506    
BnaC08g34210D	brassica_napus	NEGATIVE	32363291	32362938	84.109634    
BnaA07g29830D	brassica_napus	NEGATIVE	21261735	21259370	88.556656    
BnaA05g09280D	brassica_napus	NEGATIVE	5157304	5155027	22.34748    
BnaC07g43070D	brassica_napus	NEGATIVE	42303405	42301978	94.48632    
BnaC05g11220D	brassica_napus	NEGATIVE	6595550	6594921	15.271243    
BnaC03g45660D	brassica_napus	POSITIVE	30674175	30672035	50.636154    
BnaC05g47100D	brassica_napus	POSITIVE	42277941	42276430	97.895584    
BnaC07g47540D	brassica_napus	POSITIVE	44693982	44692328	99.82545    
BnaCnng72880D	brassica_napus	NEGATIVE	73307056	73306527	90.869995    
BnaC03g71810D	brassica_napus	POSITIVE	355765	353442	5.429369    
BnaC04g31920D	brassica_napus	NEGATIVE	33689459	33688194	68.84944    
BnaA04g20850D	brassica_napus	POSITIVE	15956731	15954538	83.3063    
BnaA03g40800D	brassica_napus	POSITIVE	20408680	20407918	68.55774    
BnaA05g36860D	brassica_napus	NEGATIVE	2738833	2737694	90.72480    
BnaA07g25480D	brassica_napus	POSITIVE	18926589	18922836	78.82373    
BnaC02g02620D	brassica_napus	POSITIVE	1149330	1146951	2.4814067    
BnaC06g20710D	brassica_napus	NEGATIVE	22808032	22805292	61.26181    
BnaC03g48490D	brassica_napus	POSITIVE	33488919	33488671	55.28611    
BnaC02g08200D	brassica_napus	POSITIVE	4455541	4452779	9.633503    
BnaC04g04690D	brassica_napus	POSITIVE	3448127	3446588	7.043882    
BnaC02g13360D	brassica_napus	POSITIVE	8551361	8549913	18.497576    
BnaC08g36190D	brassica_napus	POSITIVE	33592847	33591283	87.30204    
BnaA09g21560D	brassica_napus	NEGATIVE	14225418	14222515	41.99726    
BnaA07g37430D	brassica_napus	NEGATIVE	1087117	1083431	52.34692    
BnaA03g11540D	brassica_napus	POSITIVE	5170027	5168927	17.364336    
BnaC01g23130D	brassica_napus	POSITIVE	16821959	16815659	43.30661    
BnaCnng30890D	brassica_napus	POSITIVE	29350918	29350258	36.38227    
BnaC06g03980D	brassica_napus	NEGATIVE	4639993	4633681	12.447448    
BnaA07g12650D	brassica_napus	NEGATIVE	11379412	11376934	47.391018    
BnaA10g24230D	brassica_napus	POSITIVE	15853084	15851623	91.11056    
BnaC08g27870D	brassica_napus	POSITIVE	28660991	28659161	74.4837    
BnaC04g05740D	brassica_napus	NEGATIVE	4074299	4071945	8.32194    
BnaA01g10230D	brassica_napus	NEGATIVE	5080772	5078480	21.826162    
BnaC08g46450D	brassica_napus	NEGATIVE	480476	479840	10.618447    
BnaA04g02710D	brassica_napus	NEGATIVE	1817491	1815153	9.477784    
BnaA01g15050D	brassica_napus	NEGATIVE	7660316	7658906	32.916252    
BnaC06g43690D	brassica_napus	NEGATIVE	3152812	3151101	93.60706    
BnaC04g18480D	brassica_napus	NEGATIVE	18057505	18056594	36.902733    
BnaCnng03890D	brassica_napus	NEGATIVE	3006043	3004048	3.723786    
BnaC06g30470D	brassica_napus	NEGATIVE	31232068	31230544	83.89455    
BnaA10g16720D	brassica_napus	NEGATIVE	12619823	12618338	72.526566    
BnaC04g22650D	brassica_napus	POSITIVE	23667112	23663803	48.36233    
