compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
CPD-17323			(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl-CoA	
CPD-17323			(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	
PYRAZINOIC-ACID	InChIKey=NIPZZXUFJPQHNH-UHFFFAOYSA-M	123.091    	pyrazine-2-carboxylate	C1(N=CC=NC=1C([O-])=O)
PYRAZINOIC-ACID			pyrazinoate	
PYRAZINOIC-ACID			pyrazinoic acid	
PYRAZINOIC-ACID			pyrazinecarboxylic acid	
PYRAZINOIC-ACID			pyrazinemonocarboxylic acid	
CPD-12734	InChIKey=LKOJGSWUMISDOF-UHFFFAOYSA-N	284.268    	oroxylin A	COC2(C(O)=CC1(OC(=CC(=O)C=1C(O)=2)C3(C=CC=CC=3)))
CPD-12734			5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one	
Glycerolipid-crepenynate			a [glycerolipid]-crepenynate	
RNA-DNA-hybrids			a RNA-DNA hybrid	
CPD-18761	InChIKey=ORAJWSYKRGVTDP-UHFFFAOYSA-N	179.195    	coniferyl alcohol radical	COC1(=CC(=CCCO)C=CC(=O)1)
OHyW-58-tRNAPhe			7-[4-methoxy-(2-hydroxy-3-amino-3-carboxypropyl)]-wyosine37 in tRNAPhe	
OHyW-58-tRNAPhe			OHyW-58 in tRNAPhe	
CPD-15370	InChIKey=FGRJEQCMQCQUQF-FSCWMUMRSA-J	1069.99    	trans-lesqueroloyl-CoA	CCCCCCC(O)CC=CCCCCCCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O
CPD-9958	InChIKey=QNTNKSLOFHEFPK-UPTCCGCDSA-N	865.373    	ubiquinol-10	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(C(O)=C(OC)C(OC)=C(O)C(C)=1)
CPD-9958			ubiquinol(10)	
CPD-9307	InChIKey=OKYHUOHBRKWCQJ-FTJYXMLISA-N	177.218    	(+)-trans-isoalliin	CC=CS(=O)CC([N+])C([O-])=O
CPD-9307			PRENSCO	
CPD-9307			S-1-propenyl-L-cysteine sulfoxide	
Xyloglucans-Xylose			an XXXG xylogulcan	
Xyloglucans-Xylose			a xylose-only xyloglucan	
CPD-1881	InChIKey=IDPCCZAHFVRMNJ-UHFFFAOYSA-L	284.304    	indol-3-yl-acetothiohydroxamate-O-sulfonate	C2(=C(C1(C=CC=CC=1N2))CC(=NOS(=O)(=O)[O-])[S-])
CPD-1881			indol-3-yl-methyl glucosinolate aglycone	
CPD-1881			indolylmethyl glucosinolate aglycone	
CPD-17811	InChIKey=YGHAIPJLMYTNAI-ONEGZZNKSA-N	212.375    	(11E)-tetradecenol	CCC=CCCCCCCCCCCO
CPD-17811			(11E)-tetradec-11-enol	
CPD-17811			trans-tetradec-11-enol	
Glycerolipids			a glycerolipid	
CPD-14404	InChIKey=DJFXNRBQUUFIOS-DDQUOPDJSA-J	1065.958    	3-oxo-dihomo &gamma;-linolenoyl-CoA	CCCCCC=CCC=CCC=CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-14404			(8Z,11Z,14Z)-3-oxo-icosa-8,11,14-trienoyl-CoA	
CPD-14404			(8Z,11Z,14Z)-3-oxo-icosatrienoyl-CoA	
DATP	InChIKey=SUYVUBYJARFZHO-RRKCRQDMSA-J	487.152    	dATP	C(C3(C(CC(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O))OP(OP(OP([O-])(=O)[O-])([O-])=O)([O-])=O
DATP			2'-deoxyATP	
DATP			2'-deoxyadenosine triphosphate	
DATP			deoxy-ATP	
DATP			deoxyadenosine-triphosphate	
DATP			2'-deoxyadenosine-5'-triphosphate	
Butanoyl-ACPs			a butyryl-[acp]	
Butanoyl-ACPs			a butanoyl-[acp]	
Glycerophosphodiesters			a glycerophosphodiester	
Glycerophosphodiesters			glycerophosphodiester	
Glycerophosphodiesters			glycerol-3-P-OR	
CPDQT-27	InChIKey=GRUGZHAOXOPASC-UHFFFAOYSA-M	175.222    	6-(methylthio)-2-oxohexanoate	CSCCCCC(=O)C([O-])=O
CPDQT-27			6-(methylthio)-2-oxohexanoic acid	
CPD-15373	InChIKey=GZCGUPFRVQAUEE-KVTDHHQDSA-N	180.157    	aldehydo-D-mannose	[CH](=O)C(O)C(O)C(O)C(O)CO
PHOSPHONATE	InChIKey=ABLZXFCXXLZCGV-UHFFFAOYSA-L	79.98    	phosphonate	O=[PH]([O-])[O-]
PHOSPHONATE			hydrogenphosphite	
S-3-HYDROXYBUTANOYL-COA	InChIKey=QHHKKMYHDBRONY-VKBDFPRVSA-J	849.593    	(S)-3-hydroxybutanoyl-CoA	CC(CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O)O
S-3-HYDROXYBUTANOYL-COA			L-3-hydroxybutyryl-CoA	
CPD-510	InChIKey=AIQDYKMWENWVQJ-QIUUJYRFSA-K	271.097    	&alpha;-D-glucuronate 1-phosphate	C(C1(OC(C(C(C1O)O)O)OP([O-])([O-])=O))([O-])=O
CPD-510			glucuronate-1-P	
CPD-510			glucuronate-1-phosphate	
CPD-510			D-glucuronate-1-P	
CPD-510			D-glucuronate-1-phosphate	
CPD-510			1-phospho-&alpha;-D-glucuronate	
CPD-17324	InChIKey=VMAJWSSWCPBIJY-KPOVBLHLSA-J	1091.996    	3-oxo adrenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-17324			3-oxo-(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyl-CoA	
CPD-17324			3-oxo-(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA	
CPD-319	InChIKey=NGULBISQWGMRGK-WAYWQWQTSA-K	213.166    	cis-(homo)3aconitate	C(CCCCC(=CC(=O)[O-])C([O-])=O)([O-])=O
CPD-319			(Z)-1,2,6-hex-1-enetricarboxylic acid	
CPD-13754	InChIKey=IWNWMTZIJPUDPV-MDQHZGBLSA-J	983.77    	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CCC1(C(=O)CCC2(C)(C(=O)CC[CH]12)))COP(=O)(OP(=O)(OCC3(C(OP([O-])(=O)[O-])C(O)C(O3)N5(C4(=C(C(N)=NC=N4)N=C5))))[O-])[O-]
CPD-13754			HIP-CoA	
CPD-8764	InChIKey=CXENHBSYCFFKJS-VDQVFBMKSA-N	204.355    	(E,E)-&alpha;-farnesene	C=CC(C)=CCC=C(CCC=C(C)C)C
CPD-8764			farnesane	
CPD-8764			trans,trans-&alpha;-farnesene	
CPD-8764			alpha-Farnesene	
CPD-8764			(E)-alpha-Farnesene	
2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE			a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2]	
2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE			diphthine intermediate in eEF-2	
2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE			a 2-(3-carboxy-3-aminopropyl)-L-histidine in eEF-2	
Ubiquinols			an ubiquinol	
Ubiquinols			a reduced ubiquinone	
Ubiquinols			a dihydroubiquinone	
Ubiquinols			a QH2	
BUTYRIC_ACID	InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-M	87.098    	butanoate	CCCC(=O)[O-]
BUTYRIC_ACID			butyrate	
BUTYRIC_ACID			butyric acid	
BUTYRIC_ACID			butanoic acid	
BUTYRIC_ACID			ethylacetic acid	
BUTYRIC_ACID			n-butanoate	
BUTYRIC_ACID			1-propanecarboxylic acid	
BUTYRIC_ACID			propylformic acid	
Lipoyl-Protein-L-Lysine			a [lipoyl-carrier protein]-L-lysine	
ENOL-PHENYLPYRUVATE	InChIKey=DEDGUGJNLNLJSR-VURMDHGXSA-M	163.152    	enol-phenylpyruvate	C([O-])(=O)C(O)=CC1(C=CC=CC=1)
CPD-10514	InChIKey=IMYZYCNQZDBZBQ-UHFFFAOYSA-M	297.457    	9,10-epoxystearate	CCCCCCCCC1(C(CCCCCCCC(=O)[O-])O1)
CPD-10514			cis-9,10-epoxystearic acid	
CPD-10514			cis-3-octyloxirane octanoic acid	
CPD-10514			epoxyoleic acid	
CPD-10514			9,10-epoxystearic acid	
CPD-10514			9R,10S-epoxystearate	
Teichoic-Acid			a polyisoprenyl-teichoic acid	
CPD-8773	InChIKey=FXLOVSHXALFLKQ-UHFFFAOYSA-N	120.151    	4-methylbenzaldehyde	CC1(C=CC(C=O)=CC=1)
CPD-8773			p-tolualdehyde	
CPD-8773			p-toluylaldehyde	
CPD-8773			para-tolualdehyde	
CPD-8773			4-tolualdehyde	
CPD-8773			p-4-methylbenzaldehyde	
BUTYRYL-COA	InChIKey=CRFNGMNYKDXRTN-HDRJHVAISA-J	833.593    	butanoyl-CoA	CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
BUTYRYL-COA			butyryl-CoA	
BUTYRYL-COA			butyryl-coenzyme A	
Lipoyl-Protein-N6-lipoyllysine			a [lipoyl-carrier protein]-N6-lipoyl-L-lysine	
Lipoyl-Protein-N6-lipoyllysine			protein N6-(lipoyl)lysine	
Lipoyl-Protein-N6-lipoyllysine			lipoyl-domain	
Lipoyl-Protein-N6-lipoyllysine			a lipoylated protein lipoyl-domain	
Lipoyl-Protein-N6-lipoyllysine			an [enzyme] N6-(lipoyl)lysine	
CPD-13755	InChIKey=AKNIQSRWPADUMX-ODLRQIBISA-J	985.786    	5-hydroxy-3-[(3aS,4S,5R,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CCC1(C(O)CCC2(C)(C(=O)CC[CH]12)))COP(=O)(OP(=O)(OCC3(C(OP([O-])(=O)[O-])C(O)C(O3)N5(C4(=C(C(N)=NC=N4)N=C5))))[O-])[O-]
CPD-13755			5OH-HIP-CoA	
Cyclic-Phosphate-Terminated-RNAs			an [RNA]-3'-(2',3'-cyclophospho)-ribunucleoside	
Cyclic-Phosphate-Terminated-RNAs			a 2',3'-cyclic-phosphate-terminated RNA	
Cyclic-Phosphate-Terminated-RNAs			an RNA terminal-2',3'-cyclic-phosphate	
CPD-763	InChIKey=AQLMHYSWFMLWBS-UHFFFAOYSA-N	124.936    	arsenite	[As](O)([O-])O
CPD-763			As(OH)3	
CPD-763			arsenic trioxide	
CPD-763			arsenic oxide	
CPD-763			arsenic (III) oxide	
CPD-763			arsenous trioxide	
CPD-763			arsenic sesquioxide	
CPD-763			arsenous oxide	
CPD-763			white arsenic	
CPD-763			diarsenic trioxide	
CPD-763			crude arsenic	
CPD-763			arsenious oxide	
CPD-763			arsenic (III) trioxide	
CPD-763			arsenous anhydride	
CPD-763			arsenolite	
CPD-763			arsenous acid anhydride	
CPD-763			arsenous oxide anhydride	
CPD-763			arsodent	
CPD-763			claudelite	
CPD-763			clauditite	
CPD-763			arsenicum album	
CPD-763			diarsonic trioxide	
CPD-763			diarsenic oxide	
Ubiquinones			a ubiquinone	
Ubiquinones			coenzyme-Qn	
Ubiquinones			ubiquinone	
Ubiquinones			Q	
CPD-7630	InChIKey=PFTAWBLQPZVEMU-UKRRQHHQSA-N	290.272    	(-)-epicatechin	C3(=C(C2(OC1(=CC(=CC(=C1CC2O)O)O)))C=C(O)C(=C3)O)
CPD-7630			epicatechin	
CPD-7630			2,3-cis-epicatechin	
5-HYDROXY-CONIFERALDEHYDE	InChIKey=IEHPLRVWOHZKCS-NSCUHMNNSA-N	194.187    	5-hydroxy-coniferaldehyde	COC1(=CC(C=CC=O)=CC(O)=C(O)1)
CPD-6991	InChIKey=URFCJEUYXNAHFI-ZDUSSCGKSA-M	255.249    	(2S)-pinocembrin	C3(C=CC(C2(OC1(=CC(=CC(=C1C(C2)=O)O)[O-])))=CC=3)
RNA-Holder			RNA	
ADENYLOSUCC	InChIKey=OFBHPPMPBOJXRT-DPXQIYNJSA-J	459.265    	adenylo-succinate	C(OP(=O)([O-])[O-])C1(OC(C(O)C(O)1)N3(C=NC2(C(=NC=NC=23)NC(CC(=O)[O-])C(=O)[O-])))
ADENYLOSUCC			N6-(1,2-dicarboxyethyl)-AMP	
ADENYLOSUCC			adenylo-succ	
Ubiquitin-C-Terminal-Glycine			a [ubiquitin] C-terminal glycine	
Ubiquitin-C-Terminal-Glycine			a C-terminal [ubiquitin]-glycine	
2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-			a 2-[(3S)-3-carboxy-3-(methylammonio)propyl]-L-histidine-[translation elongation factor 2]	
2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-			a [3-[[4-(2-amino-2-carboxy-ethyl)-1H-imidazol-2-yl]]-1-carboxy- propyl]-methyl-ammonium	
2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-			a 2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	
2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-			2-[3-carboxy-3-(methylammonio)propyl]-L-histidine in eEF-2	
CPD-13757	InChIKey=GXYIOJONRQGUCV-SWBALSFASA-J	1001.785    	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-hydroxypropanoyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)C1(C(O)CCC2(C)(C(=O)CC[CH]12)))COP(=O)(OP(=O)(OCC3(C(OP([O-])(=O)[O-])C(O)C(O3)N5(C4(=C(C(N)=NC=N4)N=C5))))[O-])[O-]
Long-Chain-3S-Hydroxyacyl-CoAs			a long-chain (3S)-3-hydroxyacyl-CoA	
Long-Chain-3S-Hydroxyacyl-CoAs			a long-chain-L-3-hydroxyacyl-CoA	
Long-Chain-3S-Hydroxyacyl-CoAs			a long-chain (S)-hydroxyacyl-CoA	
2-3-DIHYDROXYBENZOATE	InChIKey=GLDQAMYCGOIJDV-UHFFFAOYSA-M	153.114    	2,3-dihydroxybenzoate	C(C1(=CC=CC(=C1O)O))([O-])=O
2-3-DIHYDROXYBENZOATE			2,3-dihydroxybenzoic acid	
2-3-DIHYDROXYBENZOATE			3-hydroxysalicylate	
2-3-DIHYDROXYBENZOATE			catechol-3-carboxylate	
2-3-DIHYDROXYBENZOATE			2-pyrocatechuate	
Ubiquitin-activating-protein-E1-L-cys			an [E1 ubiquitin-activating enzyme]-L-cysteine	
Ubiquitin-activating-protein-E1-L-cys			a [ubiquitin-activating enzyme E1]-L-cysteine	
CPD-8774	InChIKey=OVWYEQOVUDKZNU-UHFFFAOYSA-N	120.151    	3-methylbenzaldehyde	CC1(C=CC=C(C=O)C=1)
CPD-8774			3-tolualdehyde	
CPD-8774			m-methylbenzaldehyde	
CPD-8774			3-tolylaldehyde	
CPD-8774			m-tolylaldehyde	
CPD-8774			m-tolyl aldehyde	
CPD-6992	InChIKey=SUYJZKRQHBQNCA-LSDHHAIUSA-M	271.249    	(+)-pinobanksin	C3(C=CC(C2(OC1(=CC(=CC(=C1C(C2O)=O)O)[O-])))=CC=3)
CPD-6992			(2R,3R)-pinobanksin	
Long-Chain-Acyl-ACPs			a long-chain acyl-[acyl-carrier protein]	
Long-Chain-Acyl-ACPs			a long-chain acyl-[acp]	
Long-Chain-Acyl-ACPs			a fatty acyl-[acp]	
ARG	InChIKey=ODKSFYDXXFIFQN-BYPYZUCNSA-O	175.21    	L-arginine	C(NC(N)=[N+])CCC([N+])C(=O)[O-]
ARG			2-amino-5-guanidinovaleric acid	
ARG			R	
ARG			arginine	
ARG			arg	
ARG			L-arg	
CPD-13758	InChIKey=OGAHROYMEOBORV-XONGILKKSA-J	999.769    	3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-inden-4-yl]-3-oxopropanoyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C1(C(O)CCC2(C)(C(=O)CC[CH]12)))COP(=O)(OP(=O)(OCC3(C(OP([O-])(=O)[O-])C(O)C(O3)N5(C4(=C(C(N)=NC=N4)N=C5))))[O-])[O-]
NIACINE	InChIKey=PVNIIMVLHYAWGP-UHFFFAOYSA-M	122.103    	nicotinate	C1(=CC=C(C([O-])=O)C=N1)
NIACINE			3-pyridinecarboxylic acid	
NIACINE			nicotinic acid	
NIACINE			wampocap	
NIACINE			nicolar	
NIACINE			nicocap	
NIACINE			nicobid	
NIACINE			nico-400-	
NIACINE			nicamin	
NIACINE			niacin	
NIACINE			niacine	
NIACINE			vitamin B3	
NIACINE			3-pyridinecarboxylate	
NIACINE			pyridine-3-carboxylate	
CPD-10546	InChIKey=KTHADMDGDNYQRX-UHFFFAOYSA-N	189.213    	methyl (indol-3-yl)acetate	C1(NC2(C(C=1CC(=O)OC)=CC=CC=2))
CPD-10546			IAA methyl ester	
CPD-10546			methyl IAA	
CPD-10546			MeIAA	
CPD-10546			indole-3-acetic acid methyl ester	
CPD-10546			methyl 2-(1H-indol-3-yl)acetate	
CPD-10546			methyl indole-3-acetate	
PHOSPHORHODOPSIN			a phosphorhodopsin	
Teichoic-P-Gro			(Gro-P)n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol	
Teichoic-P-Gro			4-O-[{(2R)-glycerophospho}n-((2R)-glycerylphospho)]-N-acetyl-&beta;-D-mannosaminyl-(1&rarr;4)-N-acetyl-&alpha;-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	
Ubiquitin-carrier-protein-E2-L-cysteine			an [E2 ubiquitin-conjugating enzyme]-L-cysteine	
Ubiquitin-carrier-protein-E2-L-cysteine			a [ubiquitin-conjugating enzyme E2]-L-cysteine	
Long-Chain-Acyl-CoAs			a long-chain acyl-CoA	
Long-Chain-Acyl-CoAs			a fatty acyl-CoA	
Long-Chain-Acyl-CoAs			fatty acyl CoA-	
Long-Chain-Acyl-CoAs			acyl-CoA	
Long-Chain-Acyl-CoAs			a fatty acyl CoA	
Long-Chain-Acyl-CoAs			long-chain acyl-CoA	
Teichoic-P-Gro-Glc			[(2-Glc)-Gro-P]n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol	
2-3-dihydroxypropane-1-sulfonate			3-sulfopropanediol	
2-3-dihydroxypropane-1-sulfonate			2,3-dihydroxypropane 1-sulfonate	
PHOSPHORIBOSYL-AMP	InChIKey=RTQMRTSPTLIIHM-KEOHHSTQSA-J	555.288    	1-(5-phospho-&beta;-D-ribosyl)-AMP	C(C4(C(C(C(N3(C(C2(=C(N(C1(C(C(C(O1)COP([O-])(=O)[O-])O)O))C=N2)N=C3))=N))O4)O)O))OP([O-])([O-])=O
PHOSPHORIBOSYL-AMP			1-(5-phosphoribosyl)-AMP	
PHOSPHORIBOSYL-AMP			phosphoribosyl-AMP	
PHOSPHORIBOSYL-AMP			5-phosphoribosyl-AMP	
PHOSPHORIBOSYL-AMP			N-(5-phospho-D-ribosyl)-AMP	
PHOSPHORIBOSYL-AMP			N-(5'-phospho-D-ribosyl)-AMP	
PHOSPHORIBOSYL-AMP			N1-(5-phospho-D-ribosyl)-AMP	
CPD-13762	InChIKey=RGJSGXNKRWWCOQ-QMEIEYGNSA-M	311.44    	(8R)-HPODE	CCCCCC=CCC=CC(OO)CCCCCCC([O-])=O
CPD-13762			(8R,9Z,12Z)-8-hydroperoxy-9,12-octadecadienoate	
CPD-13762			(8R,9Z,12Z)-8-hydroperoxyoctadeca-9,12-dienoate	
CPD-10548	InChIKey=HWOOALPDOJHOPO-YREUSXKVSA-N	402.659    	7&alpha;-hydroxy-5&beta;-cholestan-3-one	CC(C)CCCC(C)[CH]1(CC[CH]2(C(C)1CC[CH]3([CH]2C(O)C[CH]4(C(C)3CCC(=O)C4))))
Long-Chain-Aldehydes			a long-chain aldehyde	
Long-Chain-Aldehydes			a long-chain fatty aldehyde	
5-HYDROXY-FERULIC-ACID	InChIKey=YFXWTVLDSKSYLW-NSCUHMNNSA-M	209.178    	5-hydroxyferulate	COC1(C=C(C=CC([O-])=O)C=C(O)C(O)=1)
5-HYDROXY-FERULIC-ACID			5-hydroxy ferulic acid	
CPD-6993	InChIKey=LOYXTWZXLWHMBX-VOTSOKGWSA-N	256.257    	pinocembrin chalcone	C2(C=CC(C=CC(C1(=C(C=C(C=C(O)1)O)O))=O)=CC=2)
CPD-8775	InChIKey=GPSDUZXPYCFOSQ-UHFFFAOYSA-M	135.142    	m-toluate	CC1(=CC(=CC=C1)C(=O)[O-])
CPD-8775			3-toluate	
CPD-8775			m-methylbenzoate	
CPD-8775			3-methylbenzoate	
CPD-8775			3-toluenecarboxylate	
CPD-8775			m-toluic acid	
Unfolded-Proteins			an unfolded protein	
CPD-7671	InChIKey=LSDPWZHWYPCBBB-UHFFFAOYSA-N	48.103    	methanethiol	CS
CPD-7671			methylsulfanium	
CPD-7671			methylsulfide anion	
CPD-7671			methyl-mercaptan	
CPD-7671			methylmercaptan	
CPD-7671			mercaptomethane	
CPD-7671			thiomethane	
CPD-7671			methyl sulfhydrate	
CPD-7671			thiomethyl alcohol	
CPD-7671			methyl-thiol	
CPD-7671			methyl thiol	
CPD-13766	InChIKey=NMONGVDUESEHOK-IFNSTYGGSA-M	311.44    	(7S,8S,9Z,12Z)-7,8-dihydroxy-9,12-octadecadienoate	CCCCCC=CCC=CC(O)C(O)CCCCCC([O-])=O
CPD-13766			(9Z,12Z)-(7S,8S)-11-dihydroxyoctadeca-9,12-dienoate	
PHOSPHORIBOSYL-ATP	InChIKey=RKNHJBVBFHDXGR-KEOHHSTQSA-I	714.24    	1-(5-phospho-&beta;-D-ribosyl)-ATP	C(C4(C(C(C(N3(C(C2(=C(N(C1(C(C(C(O1)COP(OP(=O)([O-])OP(=O)([O-])O)(=O)[O-])O)O))C=N2)N=C3))=N))O4)O)O))OP([O-])([O-])=O
PHOSPHORIBOSYL-ATP			1-(5-phosphoribosyl)-ATP	
PHOSPHORIBOSYL-ATP			N1-(5-phospho-D-ribosyl)-ATP	
PHOSPHORIBOSYL-ATP			5-phosphoribosyl-ATP	
PHOSPHORIBOSYL-ATP			1-(5-phospho-D-ribosyl)-ATP	
PHOSPHORIBOSYL-ATP			phosphoribosyl-ATP	
DUDP	InChIKey=QHWZTVCCBMIIKE-SHYZEUOFSA-K	385.14    	dUDP	C(OP(=O)([O-])OP(=O)([O-])[O-])C1(OC(CC(O)1)N2(C=CC(=O)NC(=O)2))
DUDP			2'-deoxyuridine-5'-diphosphate	
DUDP			deoxyuridine-diphosphate	
ARG-tRNAs			a tRNAarg	
ARG-tRNAs			TRNA(ARG)	
Long-Chain-Esters			a long-chain ester	
5-HYDROXY-FERULOYL-COA	InChIKey=ILSPFIPSQSFPCN-VYBUCKLUSA-J	955.673    	5-hydroxy-feruloyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC1(C=C(OC)C(O)=C(O)C=1))COP(=O)(OP(=O)(OCC2(C(OP([O-])(=O)[O-])C(O)C(O2)N4(C3(=C(C(N)=NC=N3)N=C4))))[O-])[O-]
Long-Chain-Fatty-Acids			a long-chain fatty acid	
Long-Chain-Fatty-Acids			LCFA	
Long-Chain-Fatty-Acids			Long-Chain-Fatty-Acids	
CPD-6994	InChIKey=SBHXYTNGIZCORC-ZDUSSCGKSA-M	287.248    	(2S)-eriodictyol	C3(C(C2(OC1(C=C(C=C(C=1C(C2)=O)O)[O-])))=CC(=C(C=3)O)O)
2-4-2-N-linked-Glycan			[(2),(4),(2)]-N-linked glycan	
OHyW-tRNAPhe			2-hydroxy-wybutosine37 in tRNAPhe	
OHyW-tRNAPhe			OHyW in tRNAPhe	
2-5-DIHYDROXYPYRIDINE	InChIKey=CHGPEDOMXOLANF-UHFFFAOYSA-N	111.1    	2,5-dihydroxypyridine	C1(C(O)=CC=C(O)N=1)
2-5-DIHYDROXYPYRIDINE			2(1H)-pyridinone, 5-hydroxy-	
CPD-8785	InChIKey=XMGQYMWWDOXHJM-JTQLQIEISA-N	136.236    	(4R)-limonene	C=C(C)C1(CC=C(C)CC1)
CPD-8785			(+)-(4R)-limonene	
CPD-8785			(+)-limonene	
CPD-8785			D-limonene	
Tetradec-2-enoyl-ACPs			a trans tetradec-2-enoyl-[acp]	
HX			HX	[XH]
Long-Chain-Polyphosphate			long chain polyphosphate	
Long-Chain-Polyphosphate			(phosphate)(n)	
Long-Chain-Polyphosphate			(phosphate)(n+1)	
Long-Chain-Polyphosphate			(phosphate)(n-1)	
Long-Chain-Polyphosphate			(polyphosphate)(n)	
Long-Chain-Polyphosphate			(polyphosphate)(n+1)	
Long-Chain-Polyphosphate			(polyphosphate)(n-1)	
Long-Chain-Polyphosphate			PolyP	
Long-Chain-Polyphosphate			inorganic polyphosphate	
Long-Chain-Polyphosphate			(polyphosphate)(n-2)	
CPD-13767	InChIKey=RWKJTIHNYSIIHW-RWUWUJKWSA-M	309.425    	9(R)-HPOTE	CCC=CCC=CC=CC(CCCCCCCC([O-])=O)OO
CPD-13767			(9R,10E,12Z,15Z)-9-hydroperoxy-10,12,15-octadecatrienoate	
CPD-13767			(9R,10E,12Z,15Z)-9-hydroperoxyoctadeca-10,12,15-trienoate	
Cyclodextrins			a cyclodextrin	
Cyclodextrins			a cyclomaltodextrin	
Cyclodextrins			a Schardinger dextrin	
CONIFERYL-ALCOHOL	InChIKey=JMFRWRFFLBVWSI-NSCUHMNNSA-N	180.203    	coniferyl alcohol	COC1(=CC(C=CCO)=CC=C(O)1)
CONIFERYL-ALCOHOL			4-hydroxy-3-methoxycinnamyl alcohol	
CONIFERYL-ALCOHOL			3-(4-hydroxy-3-methoxyphenyl)-2-propen-1-ol	
CONIFERYL-ALCOHOL			4-(3-hydroxy-1-propenyl)-2-methoxyphenol	
CONIFERYL-ALCOHOL			&gamma;-hydroxyisoeugenol	
CONIFERYL-ALCOHOL			coniferol	
CONIFERYL-ALCOHOL			E-coniferyl alcohol	
Unspecified-Degradation-Products			[unspecified degradation products]	
CPD-10556	InChIKey=IIWDDMINEZBCTG-RUAADODMSA-J	1138.065    	chenodeoxycholoyl-CoA	CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])[CH]5(CC[CH]6([CH]7(C(O)C[CH]4(CC(O)CCC(C)4[CH](CCC(C)56)7))))
CPD-10556			chenodeoxychololyl-CoA	
CPD-10556			3&alpha;,7&alpha;-dihydroxy-5&beta;-cholanoyl-CoA	
HYDANTOIN	InChIKey=WJRBRSLFGCUECM-UHFFFAOYSA-N	100.077    	hydantoin	C1(NC(CN1)=O)=O
HYDANTOIN			2,4-imidazolidinedione	
