gene	organism	chromosome	start	end
Bra014461	Brassica rapa	A04	779407	781775	C
Bra018763	Brassica rapa	A06	2126644	2127919	C
Bra020806	Brassica rapa	A08	11226598	11229201	C
Bra020807	Brassica rapa	A08	11220156	11222681	C
Bra020804	Brassica rapa	A08	11231964	11232737	C
Bra020805	Brassica rapa	A08	11230313	11231071	C
Bra020802	Brassica rapa	A08	11245539	11248282	C
Bra020803	Brassica rapa	A08	11241719	11243362	C
Bra020800	Brassica rapa	A05	24169350	24171624	C
Bra020801	Brassica rapa	A05	24172237	24174224	C
Bra020808	Brassica rapa	A08	11214589	11215995	C
Bra020809	Brassica rapa	A08	11203916	11205907	C
Bra022141	Brassica rapa	A02	19325550	19325912	C
Bra022140	Brassica rapa	A02	19322754	19323033	C
Bra010507	Brassica rapa	A08	14121290	14123722	C
Bra022143	Brassica rapa	A02	19332808	19334277	C
Bra005508	Brassica rapa	A05	5877329	5878444	C
Bra005509	Brassica rapa	A05	5880833	5882320	C
Bra040257	Brassica rapa	Scaffold000193	16058	17726	C
Bra005502	Brassica rapa	A05	5832776	5834424	C
Bra005503	Brassica rapa	A05	5839671	5841373	C
Bra005500	Brassica rapa	A05	5824809	5827017	C
Bra005501	Brassica rapa	A05	5831053	5832336	C
Bra005506	Brassica rapa	A05	5865624	5867309	C
Bra005507	Brassica rapa	A05	5866494	5867309	C
Bra005504	Brassica rapa	A05	5854472	5859143	C
Bra005505	Brassica rapa	A05	5860625	5862229	C
Bra022147	Brassica rapa	A02	19343913	19344473	C
Bra022146	Brassica rapa	A02	19342073	19342547	C
Bra022149	Brassica rapa	A02	19347165	19348787	C
Bra022148	Brassica rapa	A02	19344725	19346449	C
Bra024662	Brassica rapa	A09	24949703	24950657	C
Bra002464	Brassica rapa	A10	9445124	9447998	C
Bra024660	Brassica rapa	A09	24964890	24967250	C
Bra012263	Brassica rapa	A07	11219939	11220872	C
Bra012262	Brassica rapa	A07	11225788	11227593	C
Bra012261	Brassica rapa	A07	11239038	11240627	C
Bra012260	Brassica rapa	A07	11248186	11255865	C
Bra012267	Brassica rapa	A07	11182561	11183949	C
Bra012266	Brassica rapa	A07	11194134	11194877	C
Bra012265	Brassica rapa	A07	11197849	11198959	C
Bra012264	Brassica rapa	A07	11209596	11210219	C
Bra024666	Brassica rapa	A09	24933903	24935805	C
Bra012269	Brassica rapa	A07	11175574	11176865	C
Bra012268	Brassica rapa	A07	11180563	11181839	C
Bra024667	Brassica rapa	A09	24924600	24932766	C
Bra026408	Brassica rapa	A01	9275940	9298815	C
Bra024664	Brassica rapa	A09	24940807	24942465	C
Bra026404	Brassica rapa	A01	9308624	9310583	C
Bra026405	Brassica rapa	A01	9305145	9307459	C
Bra026406	Brassica rapa	A01	9302121	9304710	C
Bra024665	Brassica rapa	A09	24939275	24939897	C
Bra026400	Brassica rapa	A01	9327447	9327847	C
Bra026401	Brassica rapa	A01	9322944	9324904	C
Bra026402	Brassica rapa	A01	9314986	9316498	C
Bra026403	Brassica rapa	A01	9310880	9312335	C
Bra023772	Brassica rapa	A01	18989989	18991370	C
Bra023775	Brassica rapa	A01	19013830	19014339	C
Bra015811	Brassica rapa	A07	24033637	24033972	C
Bra015810	Brassica rapa	A07	24034267	24037652	C
Bra015813	Brassica rapa	A07	24010567	24010962	C
Bra015812	Brassica rapa	A07	24011572	24013934	C
Bra015815	Brassica rapa	A07	23998192	24000776	C
Bra015814	Brassica rapa	A07	24004727	24006285	C
Bra015817	Brassica rapa	A07	23989444	23994279	C
Bra015816	Brassica rapa	A07	23997059	23997888	C
Bra015819	Brassica rapa	A07	23981270	23982403	C
Bra015818	Brassica rapa	A07	23984085	23988472	C
Bra012845	Brassica rapa	A03	21967989	21968994	C
Bra012844	Brassica rapa	A03	21982556	21983301	C
Bra012843	Brassica rapa	A03	21980917	21985518	C
Bra012842	Brassica rapa	A03	21990518	21991577	C
Bra012841	Brassica rapa	A03	21997202	21998845	C
Bra012840	Brassica rapa	A03	21999821	22000936	C
Bra039494	Brassica rapa	A05	8817621	8819627	C
Bra014144	Brassica rapa	A08	3107217	3109282	C
Bra014145	Brassica rapa	A08	3090529	3091552	C
Bra014146	Brassica rapa	A08	3087918	3088525	C
Bra039630	Brassica rapa	A07	1567043	1569893	C
Bra014140	Brassica rapa	A08	3163877	3166071	C
Bra014141	Brassica rapa	A08	3155758	3161652	C
Bra014142	Brassica rapa	A08	3136856	3137887	C
Bra014143	Brassica rapa	A08	3125069	3126809	C
Bra014148	Brassica rapa	A08	3056301	3056681	C
Bra014149	Brassica rapa	A08	3049996	3050550	C
Bra019639	Brassica rapa	A04	4163160	4164668	C
Bra023776	Brassica rapa	A01	19018366	19018821	C
Bra018999	Brassica rapa	A06	827594	828287	C
Bra018998	Brassica rapa	A06	833427	835395	C
Bra018993	Brassica rapa	A06	857333	858370	C
Bra018992	Brassica rapa	A06	859544	860814	C
Bra019638	Brassica rapa	A04	4155422	4158058	C
Bra018990	Brassica rapa	A06	865978	867698	C
Bra018997	Brassica rapa	A06	842224	843394	C
Bra018996	Brassica rapa	A06	845605	845883	C
Bra018995	Brassica rapa	A06	846455	848022	C
Bra018994	Brassica rapa	A06	851011	851217	C
Bra040358	Brassica rapa	A01	25559502	25561441	C
Bra038124	Brassica rapa	A05	10413001	10419143	C
Bra038125	Brassica rapa	A05	10408242	10409123	C
Bra038126	Brassica rapa	A05	10405531	10406095	C
Bra038127	Brassica rapa	A05	10402035	10404122	C
Bra038120	Brassica rapa	A05	10455679	10456068	C
Bra038121	Brassica rapa	A05	10445985	10450779	C
Bra038122	Brassica rapa	A05	10442566	10443171	C
Bra038123	Brassica rapa	A05	10437634	10439523	C
Bra038128	Brassica rapa	A05	10397802	10400258	C
Bra038129	Brassica rapa	A05	10370956	10374585	C
Bra034814	Brassica rapa	A05	22263020	22264133	C
Bra034815	Brassica rapa	A05	22265828	22269380	C
Bra034816	Brassica rapa	A05	22270666	22272216	C
Bra034817	Brassica rapa	A05	22273357	22275201	C
Bra034810	Brassica rapa	A05	22248896	22250271	C
Bra034811	Brassica rapa	A05	22250995	22252134	C
Bra034812	Brassica rapa	A05	22254755	22255357	C
Bra034813	Brassica rapa	A05	22258569	22259595	C
Bra034818	Brassica rapa	A05	22278004	22278627	C
Bra034819	Brassica rapa	A05	22286068	22288092	C
Bra000813	Brassica rapa	A03	13322612	13322890	C
Bra000812	Brassica rapa	A03	13319407	13320058	C
Bra000811	Brassica rapa	A03	13317113	13317812	C
Bra000810	Brassica rapa	A03	13310232	13312221	C
Bra000817	Brassica rapa	A03	13347648	13348853	C
Bra000816	Brassica rapa	A03	13345374	13346461	C
Bra000815	Brassica rapa	A03	13342604	13343206	C
Bra000814	Brassica rapa	A03	13331823	13334099	C
Bra000819	Brassica rapa	A03	13354653	13355598	C
Bra000818	Brassica rapa	A03	13349677	13351389	C
Bra029447	Brassica rapa	A09	17333513	17334040	C
Bra029446	Brassica rapa	A09	17324829	17327592	C
Bra029441	Brassica rapa	A09	17282296	17282964	C
Bra029440	Brassica rapa	A09	17279365	17280907	C
Bra029443	Brassica rapa	A09	17285451	17288056	C
Bra029442	Brassica rapa	A09	17283925	17284572	C
Bra014856	Brassica rapa	A04	3639579	3643762	C
Bra014857	Brassica rapa	A04	3651438	3654288	C
Bra014854	Brassica rapa	A04	3633241	3635844	C
Bra014855	Brassica rapa	A04	3637007	3639074	C
Bra014852	Brassica rapa	A04	3613867	3615409	C
Bra014853	Brassica rapa	A04	3617146	3617759	C
Bra014850	Brassica rapa	A04	3604051	3605327	C
Bra014851	Brassica rapa	A04	3610747	3611061	C
Bra038940	Brassica rapa	A08	8449971	8450285	C
Bra014858	Brassica rapa	A04	3657528	3657996	C
Bra014859	Brassica rapa	A04	3658751	3659384	C
Bra038946	Brassica rapa	A08	8485675	8487987	C
Bra038947	Brassica rapa	A08	8498527	8501303	C
Bra030313	Brassica rapa	A04	9540651	9541532	C
Bra030312	Brassica rapa	A04	9532444	9541532	C
Bra030311	Brassica rapa	A04	9567717	9568316	C
Bra030310	Brassica rapa	A04	9567717	9568678	C
Bra030317	Brassica rapa	A04	9510926	9512721	C
Bra030316	Brassica rapa	A04	9513412	9514998	C
Bra030315	Brassica rapa	A04	9525623	9526137	C
Bra030314	Brassica rapa	A04	9526806	9528733	C
Bra035149	Brassica rapa	A07	25662301	25665381	C
Bra035148	Brassica rapa	A07	25654051	25655590	C
Bra030319	Brassica rapa	A04	9497791	9499153	C
Bra030318	Brassica rapa	A04	9502848	9509697	C
Bra033662	Brassica rapa	A06	24691984	24696459	C
Bra033663	Brassica rapa	A06	24689479	24690869	C
Bra033660	Brassica rapa	A06	24701635	24705005	C
Bra033661	Brassica rapa	A06	24698414	24700334	C
Bra033666	Brassica rapa	A06	24671018	24671575	C
Bra033667	Brassica rapa	A06	24667851	24668956	C
Bra033664	Brassica rapa	A06	24686429	24686922	C
Bra033665	Brassica rapa	A06	24671987	24679351	C
Bra040039	Brassica rapa	A01	25370013	25370637	C
Bra040038	Brassica rapa	A01	25373240	25375526	C
Bra033668	Brassica rapa	A06	24664041	24664433	C
Bra033669	Brassica rapa	A06	24662528	24662824	C
Bra023364	Brassica rapa	A02	1988524	1990909	C
Bra039159	Brassica rapa	A05	25070099	25071232	C
Bra035497	Brassica rapa	A08	7879746	7880293	C
Bra035496	Brassica rapa	A08	7871593	7871838	C
Bra035495	Brassica rapa	A08	7868120	7871456	C
Bra035494	Brassica rapa	A08	7858260	7860325	C
Bra035493	Brassica rapa	A08	7850673	7854130	C
Bra035492	Brassica rapa	A08	7835336	7836001	C
Bra035491	Brassica rapa	A08	7824878	7825352	C
Bra035490	Brassica rapa	A08	7822777	7824122	C
Bra035499	Brassica rapa	A08	7897289	7906102	C
Bra035498	Brassica rapa	A08	7888497	7888793	C
Bra034366	Brassica rapa	A04	12537696	12540993	C
Bra034367	Brassica rapa	A04	12545924	12546901	C
Bra034364	Brassica rapa	A04	12531677	12532715	C
Bra034365	Brassica rapa	A04	12536186	12536942	C
Bra034362	Brassica rapa	A04	12516345	12518261	C
Bra034363	Brassica rapa	A04	12530234	12531055	C
Bra034360	Brassica rapa	A04	12501783	12503837	C
Bra034361	Brassica rapa	A04	12504713	12505996	C
Bra034368	Brassica rapa	A04	12551382	12552154	C
Bra034369	Brassica rapa	A04	12552749	12553133	C
Bra016177	Brassica rapa	A07	22308873	22309160	C
Bra016176	Brassica rapa	A07	22312923	22314037	C
Bra016175	Brassica rapa	A07	22315588	22316171	C
Bra016174	Brassica rapa	A07	22318460	22320641	C
Bra016173	Brassica rapa	A07	22331570	22334254	C
Bra016172	Brassica rapa	A07	22340599	22342910	C
Bra016171	Brassica rapa	A07	22344050	22344487	C
Bra016170	Brassica rapa	A07	22346643	22347038	C
Bra016179	Brassica rapa	A07	22301060	22301779	C
Bra016178	Brassica rapa	A07	22303937	22304637	C
Bra032209	Brassica rapa	A05	13011282	13011768	C
Bra032208	Brassica rapa	A05	13022631	13023038	C
Bra032203	Brassica rapa	A05	13053755	13060400	C
Bra032202	Brassica rapa	A05	13062270	13064818	C
Bra032201	Brassica rapa	A05	13077662	13080201	C
Bra032200	Brassica rapa	A05	13099896	13102099	C
Bra032207	Brassica rapa	A05	13027077	13028762	C
Bra032206	Brassica rapa	A05	13031972	13032648	C
Bra032205	Brassica rapa	A05	13044509	13047276	C
Bra032204	Brassica rapa	A05	13047516	13048897	C
Bra029728	Brassica rapa	A05	23223927	23225291	C
Bra029729	Brassica rapa	A05	23221135	23222930	C
Bra041074	Brassica rapa	Scaffold000460	6855	8920	C
Bra041075	Brassica rapa	Scaffold000465	551	2501	C
Bra016289	Brassica rapa	A08	16945939	16947733	C
Bra016288	Brassica rapa	A08	16943061	16943516	C
Bra041070	Brassica rapa	Scaffold000451	5361	11170	C
Bra041071	Brassica rapa	Scaffold000452	8258	8878	C
Bra016285	Brassica rapa	A08	16932062	16933448	C
Bra016284	Brassica rapa	A08	16918954	16922452	C
Bra016287	Brassica rapa	A08	16938576	16938869	C
Bra016286	Brassica rapa	A08	16935947	16937288	C
Bra016281	Brassica rapa	A08	16902539	16904399	C
Bra016280	Brassica rapa	A08	16900871	16902142	C
Bra016283	Brassica rapa	A08	16909810	16910985	C
Bra016282	Brassica rapa	A08	16907851	16908874	C
Bra038461	Brassica rapa	A01	10878435	10879902	C
Bra038460	Brassica rapa	A01	10889843	10890825	C
Bra038463	Brassica rapa	A01	10869927	10870771	C
Bra038462	Brassica rapa	A01	10873782	10875505	C
Bra038465	Brassica rapa	A01	10840217	10840597	C
Bra038464	Brassica rapa	A01	10841415	10844171	C
Bra038467	Brassica rapa	A01	10805256	10807582	C
Bra038466	Brassica rapa	A01	10837920	10838306	C
Bra038469	Brassica rapa	A01	10796204	10798016	C
Bra038468	Brassica rapa	A01	10803346	10804868	C
Bra040355	Brassica rapa	A01	25569948	25573236	C
Bra002509	Brassica rapa	A10	9217849	9218985	C
Bra002508	Brassica rapa	A10	9222091	9231090	C
Bra002503	Brassica rapa	A10	9248745	9252739	C
Bra002502	Brassica rapa	A10	9253661	9256982	C
Bra002501	Brassica rapa	A10	9258297	9260925	C
Bra002500	Brassica rapa	A10	9262968	9264977	C
Bra002507	Brassica rapa	A10	9231573	9232550	C
Bra002506	Brassica rapa	A10	9234236	9235663	C
Bra002505	Brassica rapa	A10	9237373	9238041	C
Bra002504	Brassica rapa	A10	9246127	9247031	C
Bra003678	Brassica rapa	A07	17703140	17705966	C
Bra003679	Brassica rapa	A07	17709226	17709645	C
Bra003672	Brassica rapa	A07	17663372	17664300	C
Bra003673	Brassica rapa	A07	17664970	17666162	C
Bra003670	Brassica rapa	A07	17646604	17650147	C
Bra003671	Brassica rapa	A07	17660048	17662763	C
Bra003676	Brassica rapa	A07	17693513	17693860	C
Bra003677	Brassica rapa	A07	17697695	17699149	C
Bra003674	Brassica rapa	A07	17668825	17671143	C
Bra003675	Brassica rapa	A07	17676715	17678477	C
Bra019838	Brassica rapa	A06	4082314	4083036	C
Bra004901	Brassica rapa	A05	2393606	2394782	C
Bra004900	Brassica rapa	A05	2390548	2390899	C
Bra004903	Brassica rapa	A05	2403356	2405194	C
Bra004902	Brassica rapa	A05	2400553	2403184	C
Bra004905	Brassica rapa	A05	2409399	2410598	C
Bra004904	Brassica rapa	A05	2408462	2409246	C
Bra004907	Brassica rapa	A05	2413452	2417691	C
Bra004906	Brassica rapa	A05	2411256	2412722	C
Bra004909	Brassica rapa	A05	2429630	2430068	C
Bra004908	Brassica rapa	A05	2423168	2423825	C
Bra019107	Brassica rapa	A03	26327524	26328425	C
Bra015487	Brassica rapa	A10	1010686	1011802	C
Bra019105	Brassica rapa	A03	26332293	26334136	C
Bra019104	Brassica rapa	A03	26339137	26341526	C
Bra019103	Brassica rapa	A03	26342301	26342744	C
Bra019102	Brassica rapa	A03	26345783	26346617	C
Bra019101	Brassica rapa	A03	26347051	26349508	C
Bra019100	Brassica rapa	A03	26350723	26352978	C
Bra019109	Brassica rapa	A03	26323968	26324936	C
Bra019108	Brassica rapa	A03	26325563	26327271	C
Bra016829	Brassica rapa	A08	19400898	19404376	C
Bra016828	Brassica rapa	A08	19396729	19398296	C
Bra008590	Brassica rapa	A10	11755605	11758180	C
Bra008591	Brassica rapa	A10	11760354	11762027	C
Bra008596	Brassica rapa	A10	11776387	11777978	C
Bra008597	Brassica rapa	A10	11788732	11790024	C
Bra008594	Brassica rapa	A10	11768483	11769979	C
Bra004522	Brassica rapa	A05	611147	612553	C
Bra016821	Brassica rapa	A08	19351341	19351832	C
Bra016820	Brassica rapa	A08	19348621	19349316	C
Bra008598	Brassica rapa	A10	11790569	11795099	C
Bra016822	Brassica rapa	A08	19357961	19361399	C
Bra016825	Brassica rapa	A08	19393019	19394237	C
Bra016824	Brassica rapa	A08	19385233	19388839	C
Bra016827	Brassica rapa	A08	19395847	19396155	C
Bra016826	Brassica rapa	A08	19394595	19395690	C
Bra004520	Brassica rapa	A05	603262	604080	C
Bra004527	Brassica rapa	A05	646088	647257	C
Bra010800	Brassica rapa	A08	15728335	15729678	C
Bra015738	Brassica rapa	A07	24371401	24372267	C
Bra010803	Brassica rapa	A08	15760650	15760946	C
Bra035969	Brassica rapa	Scaffold000111	100883	101930	C
Bra035968	Brassica rapa	Scaffold000111	87802	90189	C
Bra015734	Brassica rapa	A07	24384516	24388458	C
Bra015735	Brassica rapa	A07	24382265	24383924	C
Bra015736	Brassica rapa	A07	24380231	24382050	C
Bra015737	Brassica rapa	A07	24375488	24378274	C
Bra015730	Brassica rapa	A07	24420209	24422655	C
Bra015731	Brassica rapa	A07	24406510	24407588	C
Bra015732	Brassica rapa	A07	24400089	24403758	C
Bra015733	Brassica rapa	A07	24392022	24392429	C
Bra034925	Brassica rapa	A08	5212237	5213260	C
Bra028921	Brassica rapa	A03	5426654	5428736	C
Bra028920	Brassica rapa	A02	2661	3351	C
Bra028923	Brassica rapa	A03	5436026	5437499	C
Bra028922	Brassica rapa	A03	5432506	5435263	C
Bra028925	Brassica rapa	A03	5443343	5444929	C
Bra028924	Brassica rapa	A03	5439723	5442030	C
Bra028927	Brassica rapa	A03	5449921	5451862	C
Bra028926	Brassica rapa	A03	5446283	5447698	C
Bra028929	Brassica rapa	A03	5455646	5458254	C
Bra028928	Brassica rapa	A03	5452625	5453994	C
Bra001740	Brassica rapa	A03	18210920	18212861	C
Bra001741	Brassica rapa	A03	18216628	18218822	C
Bra001742	Brassica rapa	A03	18225664	18227116	C
Bra001743	Brassica rapa	A03	18231857	18232593	C
Bra001744	Brassica rapa	A03	18237714	18238178	C
Bra001745	Brassica rapa	A03	18238787	18239935	C
Bra001746	Brassica rapa	A03	18245014	18247842	C
Bra001747	Brassica rapa	A03	18248054	18250367	C
Bra001748	Brassica rapa	A03	18251203	18252348	C
Bra001749	Brassica rapa	A03	18254991	18256202	C
Bra036432	Brassica rapa	A01	26168368	26171173	C
Bra036433	Brassica rapa	A01	26171943	26173375	C
Bra036434	Brassica rapa	A01	26176252	26177888	C
Bra036435	Brassica rapa	A01	26178878	26180735	C
Bra036436	Brassica rapa	A01	26182693	26184031	C
Bra036437	Brassica rapa	A01	26188959	26191661	C
Bra012616	Brassica rapa	A03	23217255	23217955	C
Bra012617	Brassica rapa	A03	23209421	23216374	C
Bra002336	Brassica rapa	A10	10297097	10297618	C
Bra009245	Brassica rapa	A10	14681377	14681780	C
Bra009244	Brassica rapa	A10	14691036	14692593	C
Bra009247	Brassica rapa	A10	14663250	14664706	C
Bra009246	Brassica rapa	A10	14669426	14670444	C
Bra009241	Brassica rapa	A10	14697017	14698451	C
Bra009240	Brassica rapa	A10	14699954	14702630	C
Bra009243	Brassica rapa	A10	14692993	14695111	C
Bra009242	Brassica rapa	A10	14695855	14696334	C
Bra030876	Brassica rapa	A08	462143	462712	C
Bra002330	Brassica rapa	A10	10338563	10339348	C
Bra030874	Brassica rapa	A08	426414	431087	C
Bra030875	Brassica rapa	A08	435586	436873	C
Bra009249	Brassica rapa	A10	14651574	14653835	C
Bra009248	Brassica rapa	A10	14655319	14657064	C
Bra030870	Brassica rapa	A08	399999	401813	C
Bra002331	Brassica rapa	A10	10335916	10336299	C
Bra012610	Brassica rapa	A03	23254316	23255659	C
Bra002333	Brassica rapa	A10	10313350	10319062	C
Bra018768	Brassica rapa	A06	2100242	2101226	C
Bra018769	Brassica rapa	A06	2096560	2098115	C
Bra014469	Brassica rapa	A04	826290	827701	C
Bra014468	Brassica rapa	A04	824380	825566	C
Bra018764	Brassica rapa	A06	2117485	2120262	C
Bra018765	Brassica rapa	A06	2114522	2117231	C
Bra014465	Brassica rapa	A04	809372	810861	C
Bra018767	Brassica rapa	A06	2103452	2104372	C
Bra018760	Brassica rapa	A06	2157108	2159566	C
Bra018761	Brassica rapa	A06	2138639	2139298	C
Bra018762	Brassica rapa	A06	2128614	2132274	C
Bra014460	Brassica rapa	A04	776891	778315	C
Bra006433	Brassica rapa	A03	3485494	3485787	C
Bra006432	Brassica rapa	A03	3484537	3484815	C
Bra006431	Brassica rapa	A03	3483485	3483769	C
Bra006430	Brassica rapa	A03	3482383	3482661	C
Bra006437	Brassica rapa	A03	3490292	3491906	C
Bra006436	Brassica rapa	A03	3489082	3489360	C
Bra006435	Brassica rapa	A03	3488021	3488299	C
Bra006434	Brassica rapa	A03	3486870	3487160	C
Bra006439	Brassica rapa	A03	3494196	3495491	C
Bra006438	Brassica rapa	A03	3492800	3493063	C
Bra037758	Brassica rapa	A09	4031377	4033107	C
Bra025294	Brassica rapa	A06	21268164	21268562	C
Bra025295	Brassica rapa	A06	21254677	21263103	C
Bra025296	Brassica rapa	A06	21250522	21251310	C
Bra025297	Brassica rapa	A06	21248741	21249637	C
Bra025290	Brassica rapa	A06	21287841	21295738	C
Bra025291	Brassica rapa	A06	21285043	21286531	C
Bra025292	Brassica rapa	A06	21283230	21283580	C
Bra025293	Brassica rapa	A06	21275691	21281172	C
Bra037759	Brassica rapa	A09	4037190	4037762	C
Bra025298	Brassica rapa	A06	21245468	21248058	C
Bra025299	Brassica rapa	A06	21240169	21242278	C
Bra019836	Brassica rapa	A06	4090553	4099774	C
Bra041078	Brassica rapa	Scaffold000468	4792	8460	C
Bra000598	Brassica rapa	A03	12001652	12006202	C
Bra000599	Brassica rapa	A03	12011972	12012846	C
Bra000592	Brassica rapa	A03	11955722	11967929	C
Bra000593	Brassica rapa	A03	11973202	11973993	C
Bra000590	Brassica rapa	A03	11951235	11951571	C
Bra000591	Brassica rapa	A03	11952856	11954070	C
Bra000596	Brassica rapa	A03	11996333	11999323	C
Bra000597	Brassica rapa	A03	12000354	12001559	C
Bra000594	Brassica rapa	A03	11976878	11979344	C
Bra000595	Brassica rapa	A03	11992761	11995408	C
Bra006299	Brassica rapa	A03	2918036	2919017	C
Bra006298	Brassica rapa	A03	2915279	2916685	C
Bra006297	Brassica rapa	A03	2910740	2911624	C
Bra006296	Brassica rapa	A03	2906699	2907991	C
Bra006295	Brassica rapa	A03	2902511	2903273	C
Bra006294	Brassica rapa	A03	2898276	2900873	C
Bra006293	Brassica rapa	A03	2896620	2896985	C
Bra006292	Brassica rapa	A03	2894349	2894954	C
Bra006291	Brassica rapa	A03	2892580	2893475	C
Bra006290	Brassica rapa	A03	2888694	2889337	C
Bra007742	Brassica rapa	A09	32189231	32190890	C
Bra007743	Brassica rapa	A09	32193279	32195072	C
Bra007740	Brassica rapa	A09	32185729	32186271	C
Bra007741	Brassica rapa	A09	32186527	32187191	C
Bra007746	Brassica rapa	A09	32204952	32207193	C
Bra007747	Brassica rapa	A09	32209561	32215621	C
Bra007744	Brassica rapa	A09	32196987	32197970	C
Bra007745	Brassica rapa	A09	32198344	32204337	C
Bra007748	Brassica rapa	A09	32218408	32221553	C
Bra007749	Brassica rapa	A09	32224310	32226480	C
Bra021999	Brassica rapa	A02	18016874	18020051	C
Bra021998	Brassica rapa	A02	18010283	18012334	C
Bra021993	Brassica rapa	A02	17937248	17940426	C
Bra021992	Brassica rapa	A02	17930455	17931762	C
Bra021991	Brassica rapa	A02	17926517	17927101	C
Bra021990	Brassica rapa	A02	17921241	17922447	C
Bra021997	Brassica rapa	A02	17988421	18002915	C
Bra021996	Brassica rapa	A02	17986161	17987408	C
Bra021995	Brassica rapa	A02	17965348	17965893	C
Bra021994	Brassica rapa	A02	17945230	17946465	C
Bra029809	Brassica rapa	A05	22921227	22922512	C
Bra029808	Brassica rapa	A05	22925275	22925490	C
Bra026174	Brassica rapa	A06	5467840	5470623	C
Bra026175	Brassica rapa	A06	5463318	5464067	C
Bra026176	Brassica rapa	A06	5460739	5461381	C
Bra026177	Brassica rapa	A06	5458235	5459328	C
Bra026170	Brassica rapa	A06	5480538	5480975	C
Bra026171	Brassica rapa	A06	5477192	5478550	C
Bra026172	Brassica rapa	A06	5473031	5473749	C
Bra026173	Brassica rapa	A06	5471476	5472188	C
Bra026178	Brassica rapa	A06	5452295	5456990	C
Bra026179	Brassica rapa	A06	5436402	5440005	C
Bra026543	Brassica rapa	A02	20607728	20609823	C
Bra008929	Brassica rapa	A10	13270422	13271475	C
Bra008928	Brassica rapa	A10	13267175	13269051	C
Bra008923	Brassica rapa	A10	13231244	13233454	C
Bra008922	Brassica rapa	A10	13225399	13225716	C
Bra008921	Brassica rapa	A10	13220618	13223344	C
Bra008920	Brassica rapa	A10	13214277	13214741	C
Bra008927	Brassica rapa	A10	13258210	13266776	C
Bra008926	Brassica rapa	A10	13253680	13255563	C
Bra008925	Brassica rapa	A10	13250322	13250744	C
Bra008924	Brassica rapa	A10	13235256	13236731	C
Bra038652	Brassica rapa	A06	15020734	15022383	C
Bra032435	Brassica rapa	A09	37821134	37821346	C
Bra032436	Brassica rapa	A09	37823442	37825415	C
Bra022215	Brassica rapa	A05	19733567	19739288	C
Bra022214	Brassica rapa	A05	19746539	19748275	C
Bra022217	Brassica rapa	A05	19727987	19729100	C
Bra022216	Brassica rapa	A05	19730814	19732850	C
Bra022211	Brassica rapa	A05	19768189	19769183	C
Bra022210	Brassica rapa	A05	19771722	19772982	C
Bra022213	Brassica rapa	A05	19749203	19752520	C
Bra022212	Brassica rapa	A05	19757903	19767167	C
Bra022219	Brassica rapa	A05	19717332	19720753	C
Bra022218	Brassica rapa	A05	19722523	19723698	C
Bra027417	Brassica rapa	A05	21526119	21527348	C
Bra027410	Brassica rapa	A05	21491774	21492340	C
Bra032433	Brassica rapa	A09	37808035	37808721	C
Bra027411	Brassica rapa	A05	21497049	21498593	C
Bra027412	Brassica rapa	A05	21498891	21500412	C
Bra027413	Brassica rapa	A05	21504196	21504953	C
Bra032438	Brassica rapa	A09	37830243	37833339	C
Bra020357	Brassica rapa	A02	5356984	5359882	C
Bra037420	Brassica rapa	A06	19967574	19967877	C
Bra037421	Brassica rapa	A06	19979279	19979818	C
Bra037422	Brassica rapa	A06	19987069	19987563	C
Bra037423	Brassica rapa	A06	19992359	19996149	C
Bra037424	Brassica rapa	A06	19996535	19997046	C
Bra037425	Brassica rapa	A06	20004410	20004886	C
Bra037426	Brassica rapa	A06	20011857	20012711	C
Bra037427	Brassica rapa	A06	20016973	20020463	C
Bra037428	Brassica rapa	A06	20022365	20024082	C
Bra037429	Brassica rapa	A06	20027100	20029030	C
Bra010759	Brassica rapa	A08	15506111	15509165	C
Bra010758	Brassica rapa	A08	15504146	15504517	C
Bra035636	Brassica rapa	A02	6047025	6049505	C
Bra010755	Brassica rapa	A08	15492130	15493103	C
Bra010754	Brassica rapa	A08	15489772	15491742	C
Bra010757	Brassica rapa	A08	15501912	15503451	C
Bra010756	Brassica rapa	A08	15496653	15499911	C
Bra010751	Brassica rapa	A08	15480213	15483394	C
Bra010750	Brassica rapa	A08	15476006	15478989	C
Bra010753	Brassica rapa	A08	15488104	15488496	C
Bra010752	Brassica rapa	A08	15485501	15487086	C
Bra035634	Brassica rapa	A02	6066715	6071051	C
Bra012443	Brassica rapa	A07	9784066	9785312	C
Bra012442	Brassica rapa	A07	9789515	9789856	C
Bra012441	Brassica rapa	A07	9810641	9811102	C
Bra012440	Brassica rapa	A07	9811785	9814092	C
Bra012447	Brassica rapa	A07	9764225	9770230	C
Bra012446	Brassica rapa	A07	9770725	9772075	C
Bra012445	Brassica rapa	A07	9776923	9781299	C
Bra012444	Brassica rapa	A07	9782726	9783678	C
Bra025881	Brassica rapa	A06	8384544	8385749	C
Bra025880	Brassica rapa	A06	8380800	8381169	C
Bra012449	Brassica rapa	A07	9753442	9756398	C
Bra012448	Brassica rapa	A07	9760775	9762178	C
Bra025885	Brassica rapa	A06	8401277	8401987	C
Bra025884	Brassica rapa	A06	8396851	8399454	C
Bra025887	Brassica rapa	A06	8415941	8417842	C
Bra025886	Brassica rapa	A06	8403034	8405395	C
