gene	organism	chromosome	start	end
Bo13785s010	Brassica oleracea	Scaffold13785	17	268	C
Bo9g076630	Brassica oleracea	C9	23435001	23437187	C
Bo8g075150	Brassica oleracea	C8	24262021	24265294	C
Bo8g058180	Brassica oleracea	C8	18698084	18699906	C
Bo6g102370	Brassica oleracea	C6	32246660	32249452	C
Bo8g101600	Brassica oleracea	C8	35695514	35697076	C
Bo00900s010	Brassica oleracea	Scaffold00900	9121	11085	C
Bo5g150180	Brassica oleracea	C5	46211648	46212493	C
Bo5g008020	Brassica oleracea	C5	2647036	2647594	C
Bo1g087830	Brassica oleracea	C1	26139549	26142049	C
Bo8g106460	Brassica oleracea	C8	37625552	37626442	C
Bo9g042140	Brassica oleracea	C9	13713247	13714307	C
Bo9g159800	Brassica oleracea	C9	47120386	47121145	C
Bo3g103310	Brassica oleracea	C3	36949918	36952932	C
Bo4g125790	Brassica oleracea	C4	32703136	32705603	C
Bo6g079220	Brassica oleracea	C6	23630988	23632412	C
Bo2g055130	Brassica oleracea	C2	15522794	15523722	C
Bo1g039820	Brassica oleracea	C1	12211931	12213076	C
Bo7g046940	Brassica oleracea	C7	17413287	17414034	C
Bo8g102550	Brassica oleracea	C8	36160982	36162496	C
Bo5g125030	Brassica oleracea	C5	38475040	38476496	C
Bo7g054490	Brassica oleracea	C7	19912366	19913001	C
Bo6g112200	Brassica oleracea	C6	35041853	35042293	C
Bo4g089280	Brassica oleracea	C4	22160519	22161600	C
Bo1g020050	Brassica oleracea	C1	7256594	7258613	C
Bo5g003760	Brassica oleracea	C5	927686	928776	C
Bo9g034120	Brassica oleracea	C9	11694074	11697203	C
Bo8g045930	Brassica oleracea	C8	15385534	15387447	C
Bo3g154300	Brassica oleracea	C3	55402392	55404040	C
Bo8g087140	Brassica oleracea	C8	29445747	29447089	C
Bo1g072460	Brassica oleracea	C1	21536157	21536556	C
Bo5g008790	Brassica oleracea	C5	3102307	3102930	C
Bo4g164930	Brassica oleracea	C4	44142858	44143487	C
Bo3g028500	Brassica oleracea	C3	10946956	10947573	C
Bo2g001170	Brassica oleracea	C2	194137	194376	C
Bo4g059840	Brassica oleracea	C4	13288935	13293333	C
Bo5g019670	Brassica oleracea	C5	6610313	6610920	C
Bo6g023590	Brassica oleracea	C6	5138568	5138954	C
Bo8g051370	Brassica oleracea	C8	17224906	17225091	C
Bo9g078360	Brassica oleracea	C9	24007982	24010392	C
Bo4g125420	Brassica oleracea	C4	32467626	32468097	C
Bo2g065730	Brassica oleracea	C2	19425864	19427661	C
Bo2g132170	Brassica oleracea	C2	41267194	41268115	C
Bo8g059580	Brassica oleracea	C8	19525724	19527884	C
Bo1g086120	Brassica oleracea	C1	25157041	25158776	C
Bo1g114810	Brassica oleracea	C1	34634550	34640224	C
Bo3g143600	Brassica oleracea	C3	51841387	51842953	C
Bo7g054140	Brassica oleracea	C7	19510951	19520141	C
Bo9g163960	Brassica oleracea	C9	48433570	48434362	C
Bo4g096550	Brassica oleracea	C4	23794126	23795063	C
Bo4g056340	Brassica oleracea	C4	12843792	12844542	C
Bo9g161570	Brassica oleracea	C9	47598266	47600176	C
Bo4g191360	Brassica oleracea	C4	51771772	51772355	C
Bo5g129040	Brassica oleracea	C5	40010345	40011752	C
Bo7g104760	Brassica oleracea	C7	40305769	40307057	C
Bo9g008130	Brassica oleracea	C9	1884641	1885813	C
Bo1g040210	Brassica oleracea	C1	12458881	12460501	C
Bo1g078750	Brassica oleracea	C1	23249391	23250054	C
Bo5g022340	Brassica oleracea	C5	8167724	8169830	C
Bo5g009770	Brassica oleracea	C5	3603214	3603744	C
Bo4g006830	Brassica oleracea	C4	606751	608643	C
Bo6g087930	Brassica oleracea	C6	27950352	27951462	C
Bo5g053470	Brassica oleracea	C5	17630025	17630207	C
Bo8g032250	Brassica oleracea	C8	10562848	10563976	C
Bo7g118150	Brassica oleracea	C7	47337130	47338645	C
Bo4g154830	Brassica oleracea	C4	42558905	42560374	C
Bo6g067050	Brassica oleracea	C6	18435549	18438242	C
Bo4g045260	Brassica oleracea	C4	10193096	10193968	C
Bo5g041350	Brassica oleracea	C5	13580487	13582069	C
Bo5g134730	Brassica oleracea	C5	41829146	41831642	C
Bo8g098740	Brassica oleracea	C8	33863136	33865265	C
Bo3g093890	Brassica oleracea	C3	34353832	34355970	C
Bo5g049160	Brassica oleracea	C5	16457303	16458307	C
Bo8g107730	Brassica oleracea	C8	38366534	38368403	C
Bo5g078730	Brassica oleracea	C5	25638532	25639847	C
Bo5g156330	Brassica oleracea	C5	46822971	46823348	C
Bo9g126130	Brassica oleracea	C9	39627858	39630381	C
Bo4g092820	Brassica oleracea	C4	22840933	22842568	C
Bo5g095820	Brassica oleracea	C5	30985217	30986294	C
Bo4g009380	Brassica oleracea	C4	1109365	1111351	C
Bo7g012820	Brassica oleracea	C7	4388675	4390330	C
Bo2g009180	Brassica oleracea	C2	1822220	1825696	C
Bo05160s010	Brassica oleracea	Scaffold05160	183	771	C
Bo8g099290	Brassica oleracea	C8	34168630	34168981	C
Bo3g066180	Brassica oleracea	C3	25766287	25766541	C
Bo3g162810	Brassica oleracea	C3	57599236	57600000	C
Bo2g101880	Brassica oleracea	C2	29298571	29302898	C
Bo3g151170	Brassica oleracea	C3	53734500	53735051	C
Bo4g108270	Brassica oleracea	C4	27435314	27436587	C
Bo9g181580	Brassica oleracea	C9	53663396	53664866	C
Bo9g134910	Brassica oleracea	C9	41248574	41251525	C
Bo00285s610	Brassica oleracea	Scaffold00285	480171	481734	C
Bo7g085760	Brassica oleracea	C7	33394268	33396930	C
Bo3g017170	Brassica oleracea	C3	5591115	5592416	C
Bo3g018300	Brassica oleracea	C3	6095449	6098127	C
Bo4g115350	Brassica oleracea	C4	29222930	29223169	C
Bo5g123690	Brassica oleracea	C5	38113807	38121050	C
Bo7g033050	Brassica oleracea	C7	12880151	12882526	C
Bo1g055510	Brassica oleracea	C1	16404084	16404416	C
Bo5g138120	Brassica oleracea	C5	43203559	43205207	C
Bo8g082920	Brassica oleracea	C8	28690346	28693674	C
Bo7g081540	Brassica oleracea	C7	31579523	31579872	C
Bo1g105960	Brassica oleracea	C1	32782066	32782518	C
Bo9g175510	Brassica oleracea	C9	52043269	52044101	C
Bo3g052410	Brassica oleracea	C3	20580921	20584285	C
Bo4g084750	Brassica oleracea	C4	19921013	19922889	C
Bo3g182570	Brassica oleracea	C3	63172321	63173035	C
Bo4g092790	Brassica oleracea	C4	22780694	22781263	C
Bo5g049290	Brassica oleracea	C5	16640514	16641875	C
Bo6g103770	Brassica oleracea	C6	32559691	32560960	C
Bo8g080690	Brassica oleracea	C8	27259480	27261559	C
Bo4g162570	Brassica oleracea	C4	43903104	43903277	C
Bo2g118080	Brassica oleracea	C2	36475715	36475870	C
Bo5g121270	Brassica oleracea	C5	36838972	36840865	C
Bo5g023430	Brassica oleracea	C5	8276798	8277507	C
Bo1g005440	Brassica oleracea	C1	1356503	1356652	C
Bo4g200840	Brassica oleracea	C4	53696432	53707318	C
Bo1g048040	Brassica oleracea	C1	13703189	13704079	C
Bo08958s010	Brassica oleracea	Scaffold08958	1	615	C
Bo9g108420	Brassica oleracea	C9	34725505	34729430	C
Bo7g093310	Brassica oleracea	C7	35879563	35881604	C
Bo01014s050	Brassica oleracea	Scaffold01014	36166	37447	C
Bo2g068390	Brassica oleracea	C2	20062881	20066721	C
Bo8g083340	Brassica oleracea	C8	28954853	28955772	C
Bo8g118070	Brassica oleracea	C8	41587432	41588589	C
Bo5g123520	Brassica oleracea	C5	37941379	37944068	C
Bo25539s010	Brassica oleracea	Scaffold25539	2	226	C
Bo9g184690	Brassica oleracea	C9	54374203	54375895	C
Bo1g134970	Brassica oleracea	C1	38991568	38992197	C
Bo4g026350	Brassica oleracea	C4	4985189	4985996	C
Bo3g003870	Brassica oleracea	C3	1370108	1372065	C
Bo8g044710	Brassica oleracea	C8	15190713	15192510	C
Bo2g138920	Brassica oleracea	C2	44780280	44783007	C
Bo7g089040	Brassica oleracea	C7	34371535	34372809	C
Bo7g078400	Brassica oleracea	C7	29752611	29753681	C
Bo8g082690	Brassica oleracea	C8	28537823	28539083	C
Bo8g101020	Brassica oleracea	C8	35314846	35315376	C
Bo7g043460	Brassica oleracea	C7	15937889	15939009	C
Bo3g008730	Brassica oleracea	C3	2852140	2853324	C
Bo9g133630	Brassica oleracea	C9	41113168	41115689	C
Bo7g010100	Brassica oleracea	C7	3438983	3439240	C
Bo5g135060	Brassica oleracea	C5	42004615	42008357	C
Bo6g109240	Brassica oleracea	C6	34317111	34318657	C
Bo9g027580	Brassica oleracea	C9	8807546	8810798	C
Bo9g061130	Brassica oleracea	C9	18400755	18400991	C
Bo2g009830	Brassica oleracea	C2	2150472	2151531	C
Bo4g100060	Brassica oleracea	C4	25170209	25171553	C
Bo5g010810	Brassica oleracea	C5	4141081	4141862	C
Bo3g158730	Brassica oleracea	C3	56701580	56704974	C
Bo3g015760	Brassica oleracea	C3	5359577	5361329	C
Bo7g003710	Brassica oleracea	C7	594538	597588	C
Bo9g134940	Brassica oleracea	C9	41315294	41315839	C
Bo11508s010	Brassica oleracea	Scaffold11508	3	191	C
Bo9g176150	Brassica oleracea	C9	52368603	52369532	C
Bo3g013080	Brassica oleracea	C3	4495099	4498581	C
Bo8g065420	Brassica oleracea	C8	20729796	20730805	C
Bo07519s010	Brassica oleracea	Scaffold07519	140	685	C
Bo5g101030	Brassica oleracea	C5	32367397	32369583	C
Bo6g077670	Brassica oleracea	C6	23194605	23196913	C
Bo5g118820	Brassica oleracea	C5	36475443	36478192	C
Bo7g005000	Brassica oleracea	C7	995689	1000204	C
Bo4g077010	Brassica oleracea	C4	16779438	16784062	C
Bo01409s010	Brassica oleracea	Scaffold01409	3119	7207	C
Bo4g096450	Brassica oleracea	C4	23682474	23682928	C
Bo3g138510	Brassica oleracea	C3	50261599	50262139	C
Bo4g059600	Brassica oleracea	C4	13077176	13078965	C
Bo8g092070	Brassica oleracea	C8	31326077	31328087	C
Bo4g026910	Brassica oleracea	C4	5415031	5415645	C
Bo2g012460	Brassica oleracea	C2	3610608	3611248	C
Bo3g010680	Brassica oleracea	C3	3772765	3773394	C
Bo3g173960	Brassica oleracea	C3	61115206	61116194	C
Bo9g044270	Brassica oleracea	C9	14769331	14771463	C
Bo9g040950	Brassica oleracea	C9	13559401	13560543	C
Bo8g106920	Brassica oleracea	C8	37895317	37896345	C
Bo4g108180	Brassica oleracea	C4	27372242	27372592	C
Bo8g107910	Brassica oleracea	C8	38435097	38437370	C
Bo3g013330	Brassica oleracea	C3	4645435	4647002	C
Bo2g100670	Brassica oleracea	C2	29030908	29035028	C
Bo5g136600	Brassica oleracea	C5	42354397	42355689	C
Bo6g101190	Brassica oleracea	C6	32112867	32116241	C
Bo00285s160	Brassica oleracea	Scaffold00285	130241	131756	C
Bo18845s010	Brassica oleracea	Scaffold18845	16	363	C
Bo5g098030	Brassica oleracea	C5	31286700	31289171	C
Bo8g081270	Brassica oleracea	C8	27605505	27608598	C
Bo5g132770	Brassica oleracea	C5	41295487	41296134	C
Bo2g028440	Brassica oleracea	C2	8419600	8420664	C
Bo2g037680	Brassica oleracea	C2	10360835	10363360	C
Bo1g039000	Brassica oleracea	C1	11707415	11709386	C
Bo4g093040	Brassica oleracea	C4	23183654	23184712	C
Bo8g036720	Brassica oleracea	C8	12881804	12887595	C
Bo3g012680	Brassica oleracea	C3	4306621	4307016	C
Bo1g014880	Brassica oleracea	C1	5012408	5012929	C
Bo6g083760	Brassica oleracea	C6	26297888	26299569	C
Bo3g045220	Brassica oleracea	C3	18953400	18954467	C
Bo2g064430	Brassica oleracea	C2	19064287	19065202	C
Bo9g059450	Brassica oleracea	C9	17811368	17812194	C
Bo6g124120	Brassica oleracea	C6	39469355	39470308	C
Bo1g006130	Brassica oleracea	C1	1794003	1796387	C
Bo9g171510	Brassica oleracea	C9	50539027	50540235	C
Bo9g154060	Brassica oleracea	C9	45864868	45866047	C
Bo5g001310	Brassica oleracea	C5	175621	186072	C
Bo9g006290	Brassica oleracea	C9	1421802	1424188	C
Bo5g005670	Brassica oleracea	C5	1923061	1928023	C
Bo7g080390	Brassica oleracea	C7	30699085	30700256	C
Bo9g174740	Brassica oleracea	C9	51661435	51663402	C
Bo3g010080	Brassica oleracea	C3	3494700	3496328	C
Bo00613s120	Brassica oleracea	Scaffold00613	104077	105669	C
Bo6g121570	Brassica oleracea	C6	38606366	38606890	C
Bo6g125650	Brassica oleracea	C6	39730510	39731889	C
Bo3g079930	Brassica oleracea	C3	29478548	29481287	C
Bo00579s120	Brassica oleracea	Scaffold00579	116654	118047	C
Bo9g097270	Brassica oleracea	C9	31483318	31484760	C
Bo2g072980	Brassica oleracea	C2	20722854	20724138	C
Bo7g031340	Brassica oleracea	C7	11978918	11980716	C
Bo01214s010	Brassica oleracea	Scaffold01214	2	5582	C
Bo9g101120	Brassica oleracea	C9	32826884	32830366	C
Bo6g001100	Brassica oleracea	C6	87752	90786	C
Bo4g025190	Brassica oleracea	C4	4199551	4202969	C
Bo8g011510	Brassica oleracea	C8	2345481	2345672	C
Bo2g117940	Brassica oleracea	C2	36225925	36227174	C
Bo9g173910	Brassica oleracea	C9	51303719	51306315	C
Bo2g009160	Brassica oleracea	C2	1815438	1815647	C
Bo2g137310	Brassica oleracea	C2	44142515	44142790	C
Bo1g081360	Brassica oleracea	C1	23980315	23980677	C
Bo9g043790	Brassica oleracea	C9	14335607	14337318	C
Bo3g002080	Brassica oleracea	C3	504233	505204	C
Bo2g102120	Brassica oleracea	C2	29587526	29588022	C
Bo6g020920	Brassica oleracea	C6	4394592	4396243	C
Bo8g008420	Brassica oleracea	C8	1544658	1546084	C
Bo7g107440	Brassica oleracea	C7	42033221	42034885	C
Bo9g165930	Brassica oleracea	C9	49079418	49079962	C
Bo4g154350	Brassica oleracea	C4	42250613	42251603	C
Bo5g043240	Brassica oleracea	C5	14390966	14392492	C
Bo3g041940	Brassica oleracea	C3	17035237	17036664	C
Bo5g021820	Brassica oleracea	C5	7836334	7839090	C
Bo01158s050	Brassica oleracea	Scaffold01158	14361	15362	C
Bo7g106310	Brassica oleracea	C7	41205681	41206767	C
Bo9g172350	Brassica oleracea	C9	50990833	50991414	C
Bo3g090200	Brassica oleracea	C3	32949169	32950600	C
Bo1g143860	Brassica oleracea	C1	40822856	40824040	C
Bo5g077610	Brassica oleracea	C5	25453478	25454227	C
Bo2g062460	Brassica oleracea	C2	18178903	18181605	C
Bo04611s010	Brassica oleracea	Scaffold04611	236	941	C
Bo7g029030	Brassica oleracea	C7	10229227	10232423	C
Bo1g034400	Brassica oleracea	C1	10516022	10516441	C
Bo7g014370	Brassica oleracea	C7	5020953	5023386	C
Bo2g072920	Brassica oleracea	C2	20682943	20683430	C
Bo3g032940	Brassica oleracea	C3	12676742	12677764	C
Bo4g136000	Brassica oleracea	C4	35032968	35033535	C
Bo4g098740	Brassica oleracea	C4	24776768	24778842	C
Bo7g065110	Brassica oleracea	C7	24733614	24734950	C
Bo3g007560	Brassica oleracea	C3	2764806	2765180	C
Bo9g008960	Brassica oleracea	C9	2309685	2311405	C
Bo9g020310	Brassica oleracea	C9	6278967	6280663	C
Bo1g145080	Brassica oleracea	C1	41467594	41468618	C
Bo1g024230	Brassica oleracea	C1	8904696	8907434	C
Bo5g144860	Brassica oleracea	C5	44736615	44737496	C
Bo4g071660	Brassica oleracea	C4	15205242	15205580	C
Bo8g093030	Brassica oleracea	C8	31852004	31852240	C
Bo24301s010	Brassica oleracea	Scaffold24301	1	282	C
Bo06862s010	Brassica oleracea	Scaffold06862	64	729	C
Bo9g123660	Brassica oleracea	C9	39169157	39172072	C
Bo5g149890	Brassica oleracea	C5	46073210	46074698	C
Bo7g045500	Brassica oleracea	C7	16983209	16983916	C
Bo1g108500	Brassica oleracea	C1	33457990	33458991	C
Bo5g131950	Brassica oleracea	C5	40765751	40766734	C
Bo04843s010	Brassica oleracea	Scaffold04843	18	908	C
Bo5g126870	Brassica oleracea	C5	39159425	39159889	C
Bo09081s010	Brassica oleracea	Scaffold09081	2	291	C
Bo2g095080	Brassica oleracea	C2	26532888	26534747	C
Bo9g154450	Brassica oleracea	C9	46128982	46130469	C
Bo8g023220	Brassica oleracea	C8	5945832	5946974	C
Bo4g192790	Brassica oleracea	C4	52015739	52016974	C
Bo6g122000	Brassica oleracea	C6	38872075	38873883	C
Bo5g145400	Brassica oleracea	C5	45071163	45072325	C
Bo4g020960	Brassica oleracea	C4	2743816	2745714	C
Bo1g105100	Brassica oleracea	C1	31958867	31960105	C
Bo6g030970	Brassica oleracea	C6	7261159	7263786	C
Bo22945s010	Brassica oleracea	Scaffold22945	46	267	C
Bo4g169290	Brassica oleracea	C4	45294146	45294447	C
Bo9g141060	Brassica oleracea	C9	42957834	42959402	C
Bo3g052790	Brassica oleracea	C3	20900861	20907756	C
Bo4g116960	Brassica oleracea	C4	29989591	29991322	C
Bo4g098290	Brassica oleracea	C4	24481893	24483680	C
Bo3g134340	Brassica oleracea	C3	49096239	49097840	C
Bo9g029270	Brassica oleracea	C9	10283302	10284522	C
Bo4g024240	Brassica oleracea	C4	3656020	3658660	C
Bo9g036910	Brassica oleracea	C9	12449349	12450684	C
Bo9g183340	Brassica oleracea	C9	54156036	54157450	C
Bo9g181240	Brassica oleracea	C9	53471789	53472822	C
Bo4g183020	Brassica oleracea	C4	48513838	48517177	C
Bo9g058490	Brassica oleracea	C9	17061131	17063468	C
Bo6g031000	Brassica oleracea	C6	7272335	7273477	C
Bo3g017670	Brassica oleracea	C3	5798585	5799594	C
Bo8g052940	Brassica oleracea	C8	17609981	17611554	C
Bo2g093230	Brassica oleracea	C2	25722141	25723076	C
Bo1g007770	Brassica oleracea	C1	2665464	2667549	C
Bo9g020370	Brassica oleracea	C9	6323776	6325047	C
Bo5g062500	Brassica oleracea	C5	19519377	19520803	C
Bo1g024170	Brassica oleracea	C1	8841972	8843225	C
Bo4g188670	Brassica oleracea	C4	50780215	50780799	C
Bo4g184550	Brassica oleracea	C4	48840853	48844280	C
Bo2g024050	Brassica oleracea	C2	6520770	6521072	C
Bo5g143580	Brassica oleracea	C5	44578062	44580999	C
Bo9g148580	Brassica oleracea	C9	44226036	44228108	C
Bo2g095550	Brassica oleracea	C2	26895060	26895350	C
Bo8g054470	Brassica oleracea	C8	18074503	18075302	C
Bo7g021120	Brassica oleracea	C7	7373842	7374051	C
Bo5g003200	Brassica oleracea	C5	643031	646137	C
Bo5g072670	Brassica oleracea	C5	23929591	23930111	C
Bo2g128720	Brassica oleracea	C2	39922453	39925629	C
Bo6g086600	Brassica oleracea	C6	27054853	27055198	C
Bo05954s010	Brassica oleracea	Scaffold05954	82	585	C
Bo8g009460	Brassica oleracea	C8	1568902	1571461	C
Bo3g165840	Brassica oleracea	C3	58627726	58628817	C
Bo9g137260	Brassica oleracea	C9	42257343	42258233	C
Bo3g149380	Brassica oleracea	C3	53198385	53202444	C
Bo9g176630	Brassica oleracea	C9	52584039	52587346	C
Bo7g075250	Brassica oleracea	C7	28098087	28098775	C
Bo1g037170	Brassica oleracea	C1	11130896	11131864	C
Bo2g044580	Brassica oleracea	C2	12024118	12025187	C
Bo2g136190	Brassica oleracea	C2	43099826	43101047	C
Bo3g022800	Brassica oleracea	C3	8020670	8021586	C
Bo4g134530	Brassica oleracea	C4	34495613	34496042	C
Bo3g004030	Brassica oleracea	C3	1459095	1459562	C
Bo3g003020	Brassica oleracea	C3	972365	973453	C
Bo9g009610	Brassica oleracea	C9	2651506	2653110	C
Bo3g175660	Brassica oleracea	C3	61601568	61602729	C
Bo6g005730	Brassica oleracea	C6	1110734	1111739	C
Bo7g070090	Brassica oleracea	C7	26928414	26931122	C
Bo00790s020	Brassica oleracea	Scaffold00790	26401	27850	C
Bo4g137840	Brassica oleracea	C4	36670139	36671736	C
Bo8g077760	Brassica oleracea	C8	25731782	25733439	C
Bo33282s010	Brassica oleracea	Scaffold33282	14	115	C
Bo3g006760	Brassica oleracea	C3	2342222	2342461	C
Bo7g105150	Brassica oleracea	C7	40497811	40499289	C
Bo8g097820	Brassica oleracea	C8	33393049	33393441	C
Bo5g142980	Brassica oleracea	C5	44158762	44159184	C
Bo5g057160	Brassica oleracea	C5	18292700	18292972	C
Bo00452s020	Brassica oleracea	Scaffold00452	63991	65262	C
Bo5g148380	Brassica oleracea	C5	45692261	45694298	C
Bo01263s010	Brassica oleracea	Scaffold01263	15709	16397	C
Bo6g118090	Brassica oleracea	C6	36750831	36751040	C
Bo8g092850	Brassica oleracea	C8	31748512	31749481	C
Bo3g101230	Brassica oleracea	C3	36269319	36271348	C
Bo3g076030	Brassica oleracea	C3	28806102	28807963	C
Bo3g134610	Brassica oleracea	C3	49506537	49507733	C
Bo9g176980	Brassica oleracea	C9	52760662	52763562	C
Bo1g103620	Brassica oleracea	C1	31556582	31557061	C
Bo9g064240	Brassica oleracea	C9	19371837	19373398	C
Bo4g027600	Brassica oleracea	C4	5905451	5907678	C
Bo8g066500	Brassica oleracea	C8	21334737	21337153	C
Bo8g112250	Brassica oleracea	C8	39719404	39722803	C
Bo8g095080	Brassica oleracea	C8	32393378	32397940	C
Bo2g158920	Brassica oleracea	C2	49597606	49599904	C
Bo5g082440	Brassica oleracea	C5	26651986	26653174	C
Bo6g108870	Brassica oleracea	C6	34081480	34084487	C
Bo1g039580	Brassica oleracea	C1	12066379	12066673	C
Bo3g023250	Brassica oleracea	C3	8369374	8375297	C
Bo01332s010	Brassica oleracea	Scaffold01332	133	1446	C
Bo09238s010	Brassica oleracea	Scaffold09238	256	417	C
Bo1g022320	Brassica oleracea	C1	8293855	8294064	C
Bo8g114360	Brassica oleracea	C8	40283748	40284653	C
Bo4g045550	Brassica oleracea	C4	10500287	10501024	C
Bo3g101580	Brassica oleracea	C3	36466439	36467835	C
Bo01128s030	Brassica oleracea	Scaffold01128	21038	22232	C
Bo2g046290	Brassica oleracea	C2	12814660	12815943	C
Bo4g198680	Brassica oleracea	C4	53574977	53578549	C
Bo2g136730	Brassica oleracea	C2	43545317	43549247	C
Bo8g091500	Brassica oleracea	C8	30983826	30985103	C
Bo4g041240	Brassica oleracea	C4	9338214	9339703	C
Bo2g109310	Brassica oleracea	C2	33054625	33055557	C
Bo2g167680	Brassica oleracea	C2	52350635	52351995	C
Bo6g080520	Brassica oleracea	C6	24552680	24553599	C
Bo5g027280	Brassica oleracea	C5	9474750	9475261	C
Bo8g112780	Brassica oleracea	C8	40016071	40017185	C
Bo5g147000	Brassica oleracea	C5	45484762	45486486	C
Bo9g147050	Brassica oleracea	C9	43761572	43763292	C
Bo4g197300	Brassica oleracea	C4	53335803	53338294	C
Bo5g009980	Brassica oleracea	C5	3714963	3715717	C
Bo9g177580	Brassica oleracea	C9	53057745	53062946	C
Bo3g071580	Brassica oleracea	C3	27741728	27742150	C
Bo8g117550	Brassica oleracea	C8	41328198	41329795	C
Bo1g134500	Brassica oleracea	C1	38605140	38605538	C
Bo3g148950	Brassica oleracea	C3	52865577	52869734	C
Bo7g074120	Brassica oleracea	C7	27908947	27910171	C
Bo01349s010	Brassica oleracea	Scaffold01349	7376	10646	C
Bo3g096500	Brassica oleracea	C3	34866561	34867984	C
Bo3g024960	Brassica oleracea	C3	9403543	9403997	C
Bo1g017140	Brassica oleracea	C1	5836905	5839800	C
Bo2g147740	Brassica oleracea	C2	46258418	46259255	C
Bo6g088060	Brassica oleracea	C6	28012562	28013479	C
Bo3g035460	Brassica oleracea	C3	13756745	13759939	C
Bo2g134770	Brassica oleracea	C2	42610650	42611785	C
Bo8g114090	Brassica oleracea	C8	40171263	40173698	C
Bo8g070230	Brassica oleracea	C8	22936604	22938186	C
Bo5g066990	Brassica oleracea	C5	21214260	21214571	C
Bo5g027750	Brassica oleracea	C5	9798855	9800080	C
Bo6g003190	Brassica oleracea	C6	235114	235464	C
Bo7g104200	Brassica oleracea	C7	40043832	40044523	C
Bo8g110780	Brassica oleracea	C8	39441825	39443360	C
Bo8g061190	Brassica oleracea	C8	19952888	19953070	C
Bo7g069970	Brassica oleracea	C7	26863714	26865189	C
Bo4g065890	Brassica oleracea	C4	14274193	14275130	C
Bo3g162470	Brassica oleracea	C3	57320157	57321905	C
Bo4g144100	Brassica oleracea	C4	39260473	39261830	C
Bo1g016810	Brassica oleracea	C1	5627580	5628074	C
Bo3g068720	Brassica oleracea	C3	27141184	27141753	C
Bo5g067020	Brassica oleracea	C5	21257849	21259183	C
Bo8g065850	Brassica oleracea	C8	20924280	20925947	C
Bo1g157470	Brassica oleracea	C1	43421310	43423133	C
Bo4g140610	Brassica oleracea	C4	38052013	38054630	C
Bo8g019180	Brassica oleracea	C8	4312107	4313936	C
Bo10890s010	Brassica oleracea	Scaffold10890	1	535	C
Bo4g128430	Brassica oleracea	C4	33319989	33321542	C
Bo3g005070	Brassica oleracea	C3	1934688	1940483	C
Bo3g099200	Brassica oleracea	C3	35404610	35409414	C
Bo4g019610	Brassica oleracea	C4	2522002	2522931	C
Bo1g017490	Brassica oleracea	C1	6066220	6067125	C
Bo2g006660	Brassica oleracea	C2	989124	991067	C
Bo19160s010	Brassica oleracea	Scaffold19160	1	225	C
Bo3g017550	Brassica oleracea	C3	5750626	5755017	C
Bo3g035790	Brassica oleracea	C3	13980485	13982916	C
Bo3g032160	Brassica oleracea	C3	12148776	12150687	C
Bo4g044200	Brassica oleracea	C4	10166852	10170762	C
Bo2g082490	Brassica oleracea	C2	23146839	23147123	C
Bo5g105010	Brassica oleracea	C5	33432084	33433396	C
Bo05832s010	Brassica oleracea	Scaffold05832	10	809	C
Bo1g094330	Brassica oleracea	C1	27779718	27780601	C
Bo3g048680	Brassica oleracea	C3	20000523	20002502	C
Bo4g030830	Brassica oleracea	C4	6851178	6852003	C
Bo3g001510	Brassica oleracea	C3	224868	228776	C
Bo8g094840	Brassica oleracea	C8	32294392	32297276	C
Bo9g152140	Brassica oleracea	C9	45393225	45393905	C
Bo8g068360	Brassica oleracea	C8	22356162	22367653	C
Bo2g012180	Brassica oleracea	C2	3459302	3461087	C
Bo4g151020	Brassica oleracea	C4	40992754	40993689	C
Bo02337s010	Brassica oleracea	Scaffold02337	191	448	C
Bo01024s020	Brassica oleracea	Scaffold01024	25212	25791	C
Bo6g095560	Brassica oleracea	C6	29919262	29919480	C
Bo2g108950	Brassica oleracea	C2	32525798	32528452	C
Bo1g114690	Brassica oleracea	C1	34522494	34525639	C
Bo4g161450	Brassica oleracea	C4	43786680	43786844	C
Bo3g061530	Brassica oleracea	C3	23541668	23544123	C
Bo8g064810	Brassica oleracea	C8	20326456	20328563	C
Bo4g105060	Brassica oleracea	C4	26270803	26271870	C
Bo2g120680	Brassica oleracea	C2	37397887	37398655	C
Bo5g126120	Brassica oleracea	C5	38610516	38612377	C
Bo6g116340	Brassica oleracea	C6	36341273	36343329	C
Bo9g075930	Brassica oleracea	C9	22879634	22879912	C
Bo9g144830	Brassica oleracea	C9	43533776	43535155	C
Bo7g063530	Brassica oleracea	C7	23535548	23537700	C
Bo4g133370	Brassica oleracea	C4	34329536	34329703	C
Bo8g118330	Brassica oleracea	C8	41736303	41736614	C
Bo8g104650	Brassica oleracea	C8	36715924	36717347	C
Bo2g048140	Brassica oleracea	C2	13644037	13644808	C
Bo2g126900	Brassica oleracea	C2	38950848	38952453	C
Bo8g115570	Brassica oleracea	C8	40818544	40821486	C
Bo7g067440	Brassica oleracea	C7	26375177	26379967	C
Bo4g149700	Brassica oleracea	C4	40606107	40607076	C
Bo4g030780	Brassica oleracea	C4	6827343	6831647	C
Bo00578s190	Brassica oleracea	Scaffold00578	156942	161491	C
Bo1g023740	Brassica oleracea	C1	8578024	8578758	C
Bo6g121960	Brassica oleracea	C6	38861307	38862367	C
